,source,target,weight,BinaryWeight
11608,2020,1486,2,1
11609,1486,2020,2,1
11610,2020,1719,-3,-1
11611,2244,2246,1,1
11612,864,1853,2,1
11613,1853,864,3,1
11614,2246,2244,1,1
11615,1698,1725,-1,-1
11616,1773,551,1,1
11617,2042,1240,3,1
11618,506,510,1,1
11619,510,506,1,1
11620,2146,2236,1,1
11621,2146,1995,2,1
11622,1995,2146,2,1
11623,2077,1844,1,1
11624,1844,2077,3,1
11625,864,2248,1,1
11626,2248,864,1,1
11627,2248,510,1,1
11628,2126,2150,2,1
11629,1950,2150,1,1
11630,1893,2221,2,1
11631,2020,2221,2,1
11632,2221,2020,2,1
11633,2221,1893,2,1
11634,264,1893,1,1
11635,2236,2146,1,1
11636,1240,2042,1,1
11637,2146,505,3,1
11638,2020,2249,1,1
11639,2249,2020,2,1
11640,2020,1844,3,1
11641,510,2248,1,1
11642,2065,2250,1,1
11643,1853,2248,1,1
11644,2248,1830,1,1
11645,1830,2248,1,1
11646,782,2248,1,1
11647,2248,782,1,1
11648,1814,1853,5,1
11649,2093,1176,2,1
11650,1217,2251,1,1
11651,1160,1999,5,1
11652,1981,2230,1,1
11653,2203,551,1,1
11654,551,2203,1,1
11655,321,2203,1,1
11656,2203,321,1,1
11657,2077,1773,1,1
11658,1773,2077,1,1
11659,1987,5,1,1
11660,5,1987,1,1
11661,2125,2077,1,1
11662,2077,2125,1,1
11663,2146,2169,1,1
11664,2169,2146,2,1
11665,6,41,4,1
11666,896,1950,1,1
11667,1950,896,1,1
11668,264,2252,1,1
11669,2032,2248,2,1
11670,2252,264,1,1
11671,26,2253,1,1
11672,2253,26,3,1
11673,2006,1673,-10,-1
11674,2006,43,-10,-1
11675,1921,1950,3,1
11676,2166,2077,3,1
11677,2166,1354,3,1
11678,2166,1907,3,1
11679,264,1764,2,1
11680,1764,264,2,1
11681,1800,2220,1,1
11682,1800,1276,2,1
11683,98,2247,1,1
11684,2065,1944,1,1
11685,1944,2065,1,1
11686,2020,1514,1,1
11687,2227,2020,2,1
11688,2227,2150,2,1
11689,1275,2150,1,1
11690,2218,2237,2,1
11691,2237,2218,2,1
11692,1176,2093,2,1
11693,1176,2233,1,1
11694,2233,1176,1,1
11695,2146,1150,1,1
11696,1150,2065,1,1
11697,1150,2146,1,1
11698,355,2255,2,1
11699,2255,355,2,1
11700,1756,1631,1,1
11701,1631,1756,1,1
11702,2020,1585,1,1
11703,1585,2020,1,1
11704,2020,132,1,1
11705,132,2020,1,1
11706,2020,2173,1,1
11707,947,2256,10,1
11708,2256,947,10,1
11709,2173,2020,1,1
11710,2050,2257,1,1
11711,2257,2050,1,1
11712,2020,2179,1,1
11713,2179,2020,1,1
11714,1357,2150,2,1
11715,2228,2077,2,1
11716,2226,1853,1,1
11717,1853,2226,1,1
11718,264,2226,1,1
11719,2226,264,1,1
11720,1902,2250,1,1
11721,896,1983,2,1
11722,1983,896,2,1
11723,2091,2070,1,1
11724,2250,396,1,1
11725,2146,2258,1,1
11726,2258,2146,1,1
11727,1571,2259,2,1
11728,396,2250,1,1
11729,2125,2254,1,1
11730,1940,2248,1,1
11731,2234,2260,1,1
11732,2260,2234,1,1
11733,1853,2212,1,1
11734,2212,1853,1,1
11735,1685,2016,1,1
11736,2016,1685,1,1
11737,2002,2261,2,1
11738,2254,18,10,1
11739,1160,2262,3,1
11740,2261,2002,1,1
11741,2070,2263,1,1
11742,947,2002,2,1
11743,2002,947,2,1
11744,947,2264,8,1
11745,2026,195,1,1
11746,1853,3,1,1
11747,3,1853,1,1
11748,1541,2257,1,1
11749,2257,1541,1,1
11750,264,2128,3,1
11751,896,1275,1,1
11752,1275,896,1,1
11753,1354,2166,1,1
11754,2195,1357,3,1
11755,2195,2221,1,1
11756,2221,2195,1,1
11757,2098,1685,3,1
11758,896,1827,1,1
11759,1827,896,1,1
11760,1685,2098,3,1
11761,1999,1981,1,1
11762,1981,1999,1,1
11763,264,896,1,1
11764,896,264,1,1
11765,26,2265,1,1
11766,896,1003,6,1
11767,1003,896,6,1
11768,1797,1728,5,1
11769,2260,1532,1,1
11770,2128,1521,1,1
11771,1521,2128,1,1
11772,2025,2267,3,1
11773,1226,1756,1,1
11774,1756,1226,1,1
11775,26,2250,1,1
11776,2020,2268,1,1
11777,2268,2020,1,1
11778,2250,26,1,1
11779,1853,2020,1,1
11780,2020,1853,1,1
11781,2077,2269,1,1
11782,493,2071,1,1
11783,2263,2070,1,1
11784,1981,2083,1,1
11785,2083,1981,1,1
11786,1850,2028,10,1
11787,2071,493,1,1
11788,1827,2263,1,1
11789,2007,2260,3,1
11790,2260,2007,3,1
11791,2268,1827,1,1
11792,2268,1997,1,1
11793,1827,2268,1,1
11794,1997,2268,1,1
11795,2025,1357,1,1
11796,1357,2025,1,1
11797,2267,2025,3,1
11798,6,2157,1,1
11799,2028,1850,10,1
11800,2227,2195,1,1
11801,2195,2227,1,1
11802,2157,6,1,1
11803,396,2241,2,1
11804,2241,396,2,1
11805,2270,6,1,1
11806,2270,2157,1,1
11807,2070,2271,1,1
11808,1176,2144,5,1
11809,2141,2020,1,1
11810,1728,1797,6,1
11811,1853,2272,1,1
11812,2272,1853,1,1
11813,26,1160,3,1
11814,0,2273,2,1
11815,1975,2245,2,1
11816,1160,2273,3,1
11817,1853,2274,1,1
11818,2274,1853,1,1
11819,1769,1764,2,1
11820,1519,26,6,1
11821,2144,1176,5,1
11822,2171,2262,1,1
11823,2020,2141,1,1
11824,2077,2130,2,1
11825,2166,482,1,1
11826,2166,1160,1,1
11827,2166,1324,1,1
11828,2146,2275,2,1
11829,1756,1181,1,1
11830,2275,2146,2,1
11831,1181,1756,1,1
11832,688,2150,2,1
11833,2020,2276,1,1
11834,1981,18,1,1
11835,1783,18,10,1
11836,1981,2276,1,1
11837,2276,1981,1,1
11838,3,2150,3,1
11839,2183,1814,2,1
11840,1814,2183,1,1
11841,2217,2077,2,1
11842,2183,2077,2,1
11843,2250,2277,1,1
11844,1893,2278,1,1
11845,2278,1893,1,1
11846,1276,1987,2,1
11847,132,1786,3,1
11848,2254,2125,5,1
11849,1987,1276,2,1
11850,1999,1160,4,1
11851,2020,1459,1,1
11852,1459,2020,1,1
11853,2196,1541,1,1
11854,2171,1981,1,1
11855,1764,1792,2,1
11856,1792,1764,2,1
11857,1987,1981,5,1
11858,2193,1080,10,1
11859,1080,2193,10,1
11860,1981,2156,2,1
11861,264,2281,1,1
11862,2281,264,1,1
11863,2035,264,1,1
11864,2042,2221,2,1
11865,2277,2250,1,1
11866,1844,2020,5,1
11867,1541,2196,1,1
11868,1705,264,3,1
11869,264,1705,3,1
11870,1521,319,1,1
11871,1844,1945,1,1
11872,1945,1844,1,1
11873,2209,1541,1,1
11874,2269,2282,1,1
11875,2277,2150,1,1
11876,2282,2150,1,1
11877,2125,18,-10,-1
11878,493,1764,2,1
11879,1764,493,1,1
11880,2125,2269,1,1
11881,2269,2125,1,1
11882,2119,2262,5,1
11883,960,1718,5,1
11884,2283,2284,2,1
11885,1893,264,4,1
11886,1160,2166,3,1
11887,1576,2269,1,1
11888,2269,1576,1,1
11889,2042,176,2,1
11890,26,2285,1,1
11891,2285,26,1,1
11892,2166,2171,2,1
11893,264,2207,1,1
11894,2207,264,1,1
11895,2171,2166,2,1
11896,2262,2171,1,1
11897,500,2183,1,1
11898,482,2166,1,1
11899,896,2262,2,1
11900,2262,896,2,1
11901,1541,1456,2,1
11902,2276,2150,1,1
11903,688,1814,1,1
11904,1814,688,1,1
11905,1160,688,3,1
11906,1486,1485,1,1
11907,551,896,3,1
11908,896,551,3,1
11909,1176,2286,5,1
11910,688,355,1,1
11911,355,688,1,1
11912,2183,500,1,1
11913,864,729,-10,-1
11914,2255,406,2,1
11915,2255,1624,2,1
11916,1624,2255,2,1
11917,2065,234,1,1
11918,688,1459,1,1
11919,1459,688,1,1
11920,264,2209,1,1
11921,2209,264,1,1
11922,1921,2020,1,1
11923,2020,1921,2,1
11924,2207,2150,2,1
11925,1354,1456,4,1
11926,867,1999,1,1
11927,1541,2209,1,1
11928,1500,2209,1,1
11929,2209,1500,1,1
11930,1160,1500,-2,-1
11931,1987,2166,5,1
11932,1853,1773,1,1
11933,1773,1853,1,1
11934,2151,2157,2,1
11935,2157,2151,2,1
11936,2248,1909,-10,-1
11937,1764,2287,1,1
11938,2287,1764,1,1
11939,2218,264,2,1
11940,688,2247,1,1
11941,2141,2288,1,1
11942,2288,2141,1,1
11943,688,0,2,1
11944,0,688,2,1
11945,2020,2071,2,1
11946,2071,2020,2,1
11947,2248,1876,3,1
11948,1514,2020,1,1
11949,2248,2289,-9,-1
11950,2276,2077,1,1
11951,2257,2077,1,1
11952,2077,2257,1,1
11953,2077,1900,1,1
11954,1900,2077,2,1
11955,896,313,2,1
11956,313,896,2,1
11957,2020,2244,1,1
11958,1354,1844,1,1
11959,1844,1354,1,1
11960,2244,2020,1,1
11961,2042,2290,1,1
11962,2290,2042,1,1
11963,2248,2150,1,1
11964,2256,2176,1,1
11965,2182,2181,1,1
11966,1921,1902,3,1
11967,2042,264,1,1
11968,26,2291,1,1
11969,26,1519,3,1
11970,2117,1902,2,1
11971,1902,2117,3,1
11972,1163,1853,10,1
11973,234,2065,1,1
11974,1144,1902,1,1
11975,1585,2144,1,1
11976,1853,1163,8,1
11977,1853,6,6,1
11978,6,1853,3,1
11979,1276,1891,2,1
11980,1891,1276,2,1
11981,1940,1321,-1,-1
11982,2207,1369,1,1
11983,1369,2207,1,1
11984,506,2247,1,1
11985,2076,0,6,1
11986,0,2292,1,1
11987,2292,0,1,1
11988,0,1541,2,1
11989,0,3,10,1
11990,3,0,10,1
11991,1541,0,9,1
11992,506,2077,1,1
11993,2077,506,1,1
11994,1541,98,2,1
11995,1773,2269,1,1
11996,2269,1773,1,1
11997,1744,2293,1,1
11998,2293,1744,1,1
11999,2144,1585,1,1
12000,1804,2083,1,1
12001,2083,1804,1,1
12002,1893,2294,2,1
12003,2294,1893,2,1
12004,1522,1981,1,1
12005,1893,269,1,1
12006,1276,1920,2,1
12007,230,1163,1,1
12008,1163,230,1,1
12009,1163,2295,1,1
12010,2295,1163,2,1
12011,1853,2296,2,1
12012,2296,1853,2,1
12013,1514,452,1,1
12014,2295,2247,2,1
12015,234,2077,1,1
12016,2076,1764,1,1
12017,1764,2076,1,1
12018,2299,2247,1,1
12019,1981,2299,1,1
12020,2299,1981,1,1
12021,2077,2300,8,1
12022,2300,2077,1,1
12023,1921,1324,1,1
12024,2032,2144,1,1
12025,2262,2300,1,1
12026,2300,2262,1,1
12027,2262,1160,10,1
12028,1907,1160,3,1
12029,2286,1176,7,1
12030,1275,1324,8,1
12031,2144,18,4,1
12032,2144,2032,1,1
12033,1275,385,8,1
12034,385,1275,8,1
12035,1541,2276,1,1
12036,2276,1541,1,1
12037,2254,2247,2,1
12038,1275,1444,3,1
12039,2140,1644,2,1
12040,1160,26,5,1
12041,282,1344,1,1
12042,11,1522,3,1
12043,2077,2207,1,1
12044,2207,2077,1,1
12045,2176,1512,1,1
12046,2176,2256,1,1
12047,1786,1629,1,1
12048,1629,1786,1,1
12049,2229,1629,1,1
12050,1629,2229,1,1
12051,2070,2303,1,1
12052,2303,2070,1,1
12053,2016,2229,1,1
12054,2229,2016,1,1
12055,506,1514,1,1
12056,1514,506,1,1
12057,2257,506,1,1
12058,506,2257,1,1
12059,2156,1853,3,1
12060,506,2300,1,1
12061,2300,506,1,1
12062,506,2176,1,1
12063,2077,800,1,1
12064,800,2077,1,1
12065,2176,2214,1,1
12066,506,1521,3,1
12067,1521,506,3,1
12068,1629,1866,1,1
12069,1866,1629,1,1
12070,2020,2297,1,1
12071,313,1948,1,1
12072,1948,313,1,1
12073,2297,2020,1,1
12074,2144,1966,5,1
12075,2207,1973,2,1
12076,1973,2207,1,1
12077,1804,264,1,1
12078,2229,2227,1,1
12079,2227,2229,1,1
12080,132,0,2,1
12081,2087,2300,2,1
12082,0,132,2,1
12083,1324,0,10,1
12084,691,2297,1,1
12085,2297,691,2,1
12086,2070,2304,1,1
12087,2304,2070,1,1
12088,2300,2087,1,1
12089,2182,2070,8,1
12090,1966,2144,5,1
12091,1966,406,-1,-1
12092,1859,2025,1,1
12093,1624,2307,2,1
12094,2307,1624,2,1
12095,313,1521,2,1
12096,1521,313,2,1
12097,2214,2176,1,1
12098,1276,2292,1,1
12099,2292,1276,1,1
12100,1354,2076,4,1
12101,2254,2228,-1,-1
12102,1981,2228,-1,-1
12103,2125,2228,-1,-1
12104,864,2228,-1,-1
12105,1907,2308,1,1
12106,2308,1907,1,1
12107,2300,1163,1,1
12108,1907,1920,1,1
12109,1163,2300,2,1
12110,1981,2309,1,1
12111,2309,1981,1,1
12112,1456,2262,1,1
12113,1644,2140,2,1
12114,2262,1456,1,1
12115,499,2311,1,1
12116,2311,499,1,1
12117,10,2176,1,1
12118,2176,10,1,1
12119,2313,2150,2,1
12120,2250,2297,1,1
12121,1853,2314,1,1
12122,2314,1853,1,1
12123,1324,2077,1,1
12124,1853,2257,1,1
12125,2257,1853,1,1
12126,1981,2203,-10,-1
12127,2315,2247,1,1
12128,691,2128,8,1
12129,1571,2316,1,1
12130,2316,1571,1,1
12131,2220,2065,2,1
12132,2166,1987,1,1
12133,1394,1567,1,1
12134,1567,1394,1,1
12135,2077,2203,-1,-1
12136,2297,2250,1,1
12137,10,2166,6,1
12138,2020,1240,1,1
12139,864,2257,1,1
12140,2257,864,1,1
12141,2255,864,1,1
12142,188,2318,1,1
12143,2318,188,1,1
12144,1999,867,2,1
12145,1853,2042,1,1
12146,2042,1853,1,1
12147,2160,2182,1,1
12148,2279,2310,1,1
12149,2310,2279,1,1
12150,2310,41,1,1
12151,2279,41,1,1
12152,2166,2150,3,1
12153,264,2319,2,1
12154,2319,264,4,1
12155,1144,2182,2,1
12156,2125,2293,2,1
12157,1875,2261,1,1
12158,6,1444,-5,-1
12159,2261,1875,1,1
12160,1240,2321,1,1
12161,2321,1240,1,1
12162,1354,3,5,1
12163,2315,2150,2,1
12164,2070,2322,1,1
12165,1965,2150,1,1
12166,1998,153,1,1
12167,2322,2070,1,1
12168,864,2255,1,1
12169,2076,1354,3,1
12170,2248,2032,3,1
12171,2207,2295,1,1
12172,2295,2207,1,1
12173,2295,1981,1,1
12174,2248,75,3,1
12175,75,2248,3,1
12176,2125,2323,2,1
12177,2323,2125,2,1
12178,2269,864,1,1
12179,26,2310,1,1
12180,10,1945,3,1
12181,1945,10,3,1
12182,864,1485,2,1
12183,1987,1540,1,1
12184,2020,1875,2,1
12185,1875,2020,2,1
12186,2218,2324,1,1
12187,2324,2218,1,1
12188,2317,2020,7,1
12189,2323,2146,2,1
12190,2020,1685,10,1
12191,1685,2020,10,1
12192,2125,2241,1,1
12193,2241,2125,1,1
12194,2218,2254,2,1
12195,1971,2325,1,1
12196,2325,1971,1,1
12197,1786,1998,1,1
12198,2247,2025,2,1
12199,1981,1907,5,1
12200,2020,1907,4,1
12201,2020,2212,-10,-1
12202,1987,1909,1,1
12203,688,1521,1,1
12204,2257,2297,1,1
12205,2297,2257,1,1
12206,10,1484,1,1
12207,1484,10,1,1
12208,2025,2247,2,1
12209,1804,1814,4,1
12210,1814,1804,4,1
12211,1853,2125,1,1
12212,2125,1853,1,1
12213,2310,26,1,1
12214,1981,1568,1,1
12215,1568,1981,1,1
12216,2256,2327,10,1
12217,2327,2256,10,1
12218,2327,2264,10,1
12219,264,594,2,1
12220,2042,1764,1,1
12221,2065,2195,1,1
12222,2310,1814,2,1
12223,2125,2218,3,1
12224,2218,2125,2,1
12225,1981,2194,3,1
12226,2194,1981,3,1
12227,2076,2077,3,1
12228,1486,1853,1,1
12229,2300,2076,1,1
12230,2166,2295,2,1
12231,1853,1486,1,1
12232,41,188,3,1
12233,1571,1529,1,1
12234,2321,2329,1,1
12235,2329,2321,1,1
12236,1853,2156,2,1
12237,1160,1486,3,1
12238,1971,2146,2,1
12239,26,2062,1,1
12240,2062,26,2,1
12241,1981,1900,2,1
12242,2295,2166,1,1
12243,1276,1275,5,1
12244,1814,2310,2,1
12245,2020,313,1,1
12246,313,2020,1,1
12247,1540,1987,2,1
12248,1804,2269,2,1
12249,2269,1804,2,1
12250,264,1540,1,1
12251,1540,264,1,1
12252,2297,2247,4,1
12253,264,688,2,1
12254,688,264,2,1
12255,2020,2317,-10,-1
12256,2160,2245,1,1
12257,2269,1786,1,1
12258,1786,2269,1,1
12259,2160,2315,1,1
12260,2315,2160,1,1
12261,26,2328,1,1
12262,1756,2330,1,1
12263,2330,1756,1,1
12264,2160,2331,1,1
12265,2331,2160,1,1
12266,2077,2157,1,1
12267,2157,2077,1,1
12268,2269,2332,1,1
12269,2332,2269,1,1
12270,2262,2119,10,1
12271,2254,1748,1,1
12272,2333,2264,1,1
12273,2333,2334,1,1
12274,1344,1644,5,1
12275,1576,2201,4,1
12276,2201,1576,4,1
12277,1275,1276,5,1
12278,1800,2335,1,1
12279,1800,2336,3,1
12280,1800,2337,5,1
12281,1800,1832,4,1
12282,864,1844,1,1
12283,1844,864,1,1
12284,2337,1800,6,1
12285,2065,2336,1,1
12286,1853,1474,1,1
12287,1474,1853,3,1
12288,2160,2279,1,1
12289,1176,2339,2,1
12290,2339,1176,2,1
12291,2153,1293,1,1
12292,2209,1804,2,1
12293,1804,2209,2,1
12294,2340,2245,1,1
12295,2245,2340,1,1
12296,1900,1981,2,1
12297,2340,26,2,1
12298,2320,1624,5,1
12299,2016,2257,1,1
12300,10,2173,1,1
12301,2173,10,1,1
12302,1585,2016,1,1
12303,2016,1585,1,1
12304,1876,2341,1,1
12305,1876,2248,3,1
12306,1874,1981,1,1
12307,264,302,3,1
12308,302,264,4,1
12309,2279,2342,3,1
12310,2342,2279,3,1
12311,2343,2247,1,1
12312,1844,2247,2,1
12313,26,2343,1,1
12314,2343,26,1,1
12315,2077,2217,-10,-1
12316,2160,2116,2,1
12317,2125,2344,2,1
12318,2344,2125,2,1
12319,1521,2166,2,1
12320,2166,1521,2,1
12321,1876,2245,1,1
12322,2245,1876,1,1
12323,2250,2339,1,1
12324,2182,2160,1,1
12325,2182,1144,2,1
12326,2339,2250,1,1
12327,1708,2150,1,1
12328,2341,1876,1,1
12329,1866,2339,1,1
12330,2073,2079,1,1
12331,2339,1866,1,1
12332,1764,2345,1,1
12333,2345,1764,1,1
12334,1786,2295,1,1
12335,323,264,3,1
12336,2079,2073,1,1
12337,1981,2297,1,1
12338,2297,1981,1,1
12339,1875,1764,2,1
12340,1764,1875,2,1
12341,1797,719,-5,-1
12342,1866,2312,3,1
12343,2312,1866,3,1
12344,2218,551,1,1
12345,551,1773,2,1
12346,551,2218,1,1
12347,132,2150,2,1
12348,1876,10,1,1
12349,10,1876,1,1
12350,2266,2150,2,1
12351,2077,2347,1,1
12352,2347,2077,2,1
12353,2218,1629,1,1
12354,2300,2156,1,1
12355,2007,1435,2,1
12356,1764,1907,1,1
12357,26,2266,1,1
12358,2266,26,1,1
12359,26,2348,1,1
12360,2348,26,1,1
12361,2266,2348,1,1
12362,2348,2266,1,1
12363,1756,1293,1,1
12364,2314,2349,1,1
12365,2349,2314,1,1
12366,1983,2150,4,1
12367,659,2150,2,1
12368,313,2350,1,1
12369,2350,313,1,1
12370,1981,1541,1,1
12371,2349,2146,1,1
12372,2146,2349,1,1
12373,1870,1814,1,1
12374,2160,2351,1,1
12375,2351,2160,1,1
12376,2301,2077,2,1
12377,2077,2301,1,1
12378,1629,2218,1,1
12379,2126,18,10,1
12380,2349,1902,1,1
12381,1902,2349,1,1
12382,264,1012,2,1
12383,1012,264,2,1
12384,2354,2295,1,1
12385,264,1610,1,1
12386,1012,0,1,1
12387,1610,264,2,1
12388,1610,594,2,1
12389,594,1610,1,1
12390,1486,2150,1,1
12391,1486,1344,4,1
12392,10,302,2,1
12393,302,10,4,1
12394,688,2348,2,1
12395,2348,688,2,1
12396,26,2340,1,1
12397,2356,2347,1,1
12398,2347,2356,1,1
12399,1629,2357,1,1
12400,2357,1629,1,1
12401,1875,2150,1,1
12402,2204,2358,1,1
12403,2358,2204,4,1
12404,896,493,1,1
12405,493,896,1,1
12406,864,2269,1,1
12407,26,2307,1,1
12408,2307,26,2,1
12409,1853,2358,1,1
12410,2358,1853,1,1
12411,1465,688,2,1
12412,688,1465,2,1
12413,1711,1853,3,1
12414,1853,1711,3,1
12415,1786,10,1,1
12416,10,1786,1,1
12417,1711,10,1,1
12418,16,2146,2,1
12419,230,2361,2,1
12420,2355,2357,1,1
12421,2355,2150,2,1
12422,2357,2355,1,1
12423,2218,2244,3,1
12424,1540,1786,2,1
12425,2357,2362,1,1
12426,2362,2357,1,1
12427,2244,2218,1,1
12428,2355,2347,1,1
12429,2347,2355,1,1
12430,864,2139,1,1
12431,2139,864,1,1
12432,2125,2279,1,1
12433,2279,2125,1,1
12434,1866,26,5,1
12435,2201,2364,1,1
12436,1711,2218,1,1
12437,2218,2214,1,1
12438,2214,2218,1,1
12439,264,1804,3,1
12440,264,2201,1,1
12441,2245,2150,2,1
12442,2201,264,1,1
12443,1160,1275,8,1
12444,1275,1160,8,1
12445,1859,2071,5,1
12446,659,264,1,1
12447,264,659,1,1
12448,264,451,1,1
12449,451,264,1,1
12450,264,6,2,1
12451,1718,1321,3,1
12452,1321,1718,2,1
12453,264,2367,1,1
12454,2367,264,1,1
12455,1310,1276,3,1
12456,864,1310,3,1
12457,2295,1853,3,1
12458,1853,2295,2,1
12459,313,2150,1,1
12460,2358,26,1,1
12461,1853,2150,2,1
12462,2204,1028,1,1
12463,2339,2361,1,1
12464,41,2361,1,1
12465,2361,2339,1,1
12466,2361,41,2,1
12467,1629,2358,1,1
12468,2358,1629,1,1
12469,10,2361,2,1
12470,2361,10,2,1
12471,1764,2150,1,1
12472,2243,2150,7,1
12473,165,2254,1,1
12474,2254,165,1,1
12475,864,2342,1,1
12476,2342,864,1,1
12477,2218,2342,1,1
12478,2342,2218,1,1
12479,2247,2218,2,1
12480,2247,1844,2,1
12481,2247,2343,1,1
12482,2247,2315,1,1
12483,2247,2254,1,1
12484,2247,2299,1,1
12485,2247,2295,1,1
12486,2247,506,1,1
12487,2247,688,1,1
12488,1354,2150,1,1
12489,264,1814,3,1
12490,1814,264,3,1
12491,1853,2214,1,1
12492,10,2369,1,1
12493,2369,10,1,1
12494,2295,313,2,1
12495,500,2150,1,1
12496,2214,1853,1,1
12497,2247,2369,1,1
12498,2369,2247,1,1
12499,1485,2269,1,1
12500,2146,2323,2,1
12501,2146,16,2,1
12502,2146,290,2,1
12503,2369,2370,1,1
12504,2370,2369,1,1
12505,2369,2241,1,1
12506,2241,2369,1,1
12507,2295,2371,1,1
12508,2166,1685,1,1
12509,1853,2371,1,1
12510,2371,1853,1,1
12511,2371,2295,1,1
12512,2077,2372,1,1
12513,2372,2077,1,1
12514,145,1344,5,1
12515,2077,2302,1,1
12516,1540,2146,2,1
12517,1853,2195,1,1
12518,2195,1853,1,1
12519,1907,2373,1,1
12520,2373,1907,1,1
12521,1275,1522,5,1
12522,1921,2150,2,1
12523,1853,69,3,1
12524,69,1853,3,1
12525,1685,2166,1,1
12526,1685,1610,1,1
12527,2218,1512,1,1
12528,1512,2218,1,1
12529,2195,2374,1,1
12530,1512,2347,1,1
12531,2347,1512,1,1
12532,2374,2195,1,1
12533,2185,264,1,1
12534,264,2185,1,1
12535,2295,1786,3,1
12536,2244,2375,1,1
12537,1240,1970,1,1
12538,1700,2150,1,1
12539,1902,1571,10,1
12540,2071,1859,5,1
12541,1711,2150,2,1
12542,41,1275,3,1
12543,1394,2366,4,1
12544,2218,2295,2,1
12545,41,1160,4,1
12546,1756,264,2,1
12547,264,1756,2,1
12548,264,1568,1,1
12549,1568,264,1,1
12550,1711,2244,1,1
12551,2361,2376,1,1
12552,2376,2361,1,1
12553,1711,2247,1,1
12554,26,2358,1,1
12555,2070,2182,8,1
12556,2377,2070,8,1
12557,1571,1902,8,1
12558,1435,2377,3,1
12559,26,2378,1,1
12560,2378,26,1,1
12561,2379,2377,4,1
12562,2377,2379,3,1
12563,2244,1711,-1,-1
12564,2377,1435,3,1
12565,2374,2347,1,1
12566,1797,2353,2,1
12567,2353,1797,1,1
12568,1764,2374,1,1
12569,2374,1764,1,1
12570,2377,2380,1,1
12571,2146,1855,2,1
12572,0,105,5,1
12573,105,0,5,1
12574,2295,18,10,1
12575,1542,1853,1,1
12576,1853,1542,1,1
12577,1853,2116,1,1
12578,2020,2374,-1,-1
12579,1500,2150,-10,-1
12580,1500,2218,-10,-1
12581,1500,1344,-10,-1
12582,1907,1500,-10,-1
12583,2247,385,1,1
12584,2295,2150,5,1
12585,2269,805,1,1
12586,1698,2350,1,1
12587,2305,451,5,1
12588,26,2382,1,1
12589,26,2383,1,1
12590,132,2077,1,1
12591,2077,132,1,1
12592,2350,1698,1,1
12593,1521,1647,5,1
12594,2269,2214,1,1
12595,2214,2269,1,1
12596,452,0,1,1
12597,1981,2384,1,1
12598,2384,1981,1,1
12599,2339,2125,1,1
12600,1700,1902,1,1
12601,2125,2339,1,1
12602,2365,2385,1,1
12603,2385,2365,1,1
12604,1756,2166,1,1
12605,2384,1853,1,1
12606,1853,2384,1,1
12607,2365,1981,3,1
12608,2385,2295,1,1
12609,2166,1756,1,1
12610,2295,2354,2,1
12611,452,510,1,1
12612,510,452,1,1
12613,0,452,1,1
12614,1160,2386,7,1
12615,1756,2295,1,1
12616,2295,1756,1,1
12617,2083,2150,1,1
12618,2269,2387,1,1
12619,2387,2269,1,1
12620,805,2269,1,1
12621,2370,2150,1,1
12622,1176,2377,5,1
12623,1902,1700,1,1
12624,452,1394,5,1
12625,1647,1521,3,1
12626,2077,2388,8,1
12627,2360,1981,1,1
12628,1981,2360,1,1
12629,2360,2389,-2,-1
12630,2283,2020,5,1
12631,2020,2283,3,1
12632,1764,2390,1,1
12633,6,2354,1,1
12634,2354,6,1,1
12635,1981,2391,1,1
12636,3,2295,1,1
12637,2295,3,1,1
12638,2391,1981,1,1
12639,1764,1900,1,1
12640,1900,1764,1,1
12641,2084,1764,1,1
12642,2247,2297,-1,-1
12643,313,2247,2,1
12644,2247,313,2,1
12645,688,896,2,1
12646,896,688,2,1
12647,313,2128,1,1
12648,2128,313,1,1
12649,659,2365,1,1
12650,2365,659,1,1
12651,594,2393,1,1
12652,2393,594,1,1
12653,594,2394,1,1
12654,2394,594,1,1
12655,2393,2394,1,1
12656,2394,2393,1,1
12657,506,594,1,1
12658,594,506,1,1
12659,2395,375,1,1
12660,375,2395,1,1
12661,688,510,1,1
12662,510,688,1,1
12663,163,264,3,1
12664,2032,2264,1,1
12665,2295,1521,1,1
12666,1341,1522,10,1
12667,2388,2077,1,1
12668,2128,2359,2,1
12669,510,2054,1,1
12670,1981,2295,2,1
12671,26,2396,1,1
12672,1394,452,5,1
12673,2342,506,1,1
12674,506,2150,2,1
12675,2084,2397,2,1
12676,1786,2359,1,1
12677,506,2342,1,1
12678,2391,2362,1,1
12679,264,1624,4,1
12680,2239,2150,1,1
12681,510,2150,1,1
12682,2077,2387,1,1
12683,2387,2077,1,1
12684,2397,2084,1,1
12685,26,2399,1,1
12686,26,2400,1,1
12687,2077,2391,1,1
12688,2391,2077,1,1
12689,2128,10,5,1
12690,10,2128,4,1
12691,2384,1839,1,1
12692,451,2305,5,1
12693,1176,1245,3,1
12694,452,1708,1,1
12695,1708,452,1,1
12696,2020,2399,1,1
12697,2399,2020,1,1
12698,2016,1354,1,1
12699,2401,1354,10,1
12700,41,2402,1,1
12701,2402,41,1,1
12702,2262,1181,1,1
12703,2020,2403,1,1
12704,1181,2262,1,1
12705,1344,2404,1,1
12706,452,1514,1,1
12707,2396,26,3,1
12708,2169,2405,1,1
12709,2020,2385,-1,-1
