,source,target,weight
6604,4084,2328,1
6605,499,359,1
6606,776,209,2
6607,4279,4775,2
6608,1310,1707,-3
6609,1541,1503,1
6610,1185,10,1
6611,734,1591,2
6612,2354,1293,1
6613,2580,2837,1
6614,1176,2093,2
6615,931,476,2
6616,4115,3926,1
6617,1456,2217,1
6618,1757,1981,3
6619,2247,3379,1
6620,3838,4191,1
6621,4518,3800,2
6622,3503,4373,1
6623,5142,3670,1
6624,805,2269,1
6625,3379,313,1
6626,1981,2125,4
6627,6,39,1
6628,2839,3199,2
6629,1354,688,4
6630,4046,864,1
6631,3418,1354,2
6632,209,176,1
6633,1184,1176,1
6634,2128,2338,1
6635,2077,4577,-10
6636,1541,1879,1
6637,4161,4960,1
6638,4590,4594,1
6639,75,26,3
6640,217,366,3
6641,3716,4611,-10
6642,1803,2601,-10
6643,878,867,1
6644,2450,3204,1
6645,4372,4594,-10
6646,4760,5815,1
6647,3910,98,1
6648,515,809,2
6649,4333,3751,1
6650,791,319,3
6651,2236,2146,1
6652,4689,4846,1
6653,1160,1275,8
6654,2723,2925,1
6655,3032,2139,1
6656,864,2320,-10
6657,5819,5825,3
6658,4545,4672,2
6659,3233,2545,1
6660,153,1998,2
6661,5356,1469,1
6662,764,593,1
6663,1987,1830,1
6664,3802,5058,3
6665,4196,4545,1
6666,428,688,5
6667,4437,3908,1
6668,69,5053,1
6669,500,6,10
6670,497,3668,-1
6671,263,98,1
6672,0,5583,2
6673,1522,1570,1
6674,5319,5532,-5
6675,2953,3453,3
6676,1306,1756,1
6677,1275,4115,1
6678,24,3040,1
6679,1719,2020,-10
6680,84,510,2
6681,625,1121,1
6682,4922,3,8
6683,4444,4206,1
6684,5444,5613,1
6685,3503,3688,1
6686,1519,734,1
6687,1298,1099,-10
6688,1357,1053,2
6689,1907,2895,5
6690,2020,3728,5
6691,10,26,3
6692,2536,1832,1
6693,3643,2270,1
6694,3659,2214,1
6695,2635,2620,-10
6696,1290,841,4
6697,1037,1039,2
6698,5566,5491,1
6699,3,43,2
6700,2356,2347,1
6701,3710,4643,-10
6702,3416,3932,1
6703,864,170,2
6704,228,5,3
6705,3075,2338,1
6706,4054,3659,5
6707,153,3841,2
6708,1202,1121,2
6709,3751,3649,1
6710,1160,111,4
6711,673,132,1
6712,2264,5001,1
6713,2338,2885,1
6714,5,159,2
6715,4296,5532,1
6716,4722,5347,2
6717,22,3,2
6718,1054,867,10
6719,1200,1189,1
6720,4466,5162,1
6721,3573,5200,1
6722,1522,1594,2
6723,2023,1571,4
6724,1764,1357,1
6725,4123,2,-10
6726,26,1600,1
6727,1430,1814,1
6728,3711,1970,-10
6729,3898,3743,2
6730,2608,2580,1
6731,1786,4667,2
6732,4092,4186,1
6733,1940,10,2
6734,454,436,1
6735,3623,4208,1
6736,1521,4591,-10
6737,0,97,3
6738,896,1012,3
6739,98,2601,-10
6740,2587,3805,1
6741,2273,4801,1
6742,221,910,1
6743,5413,5356,1
6744,53,0,1
6745,106,353,1
6746,26,1449,1
6747,1684,1519,3
6748,3573,5082,1
6749,2587,3204,1
6750,1352,977,1
6751,3308,3662,2
6752,1540,2150,1
6753,3496,45,2
6754,26,3644,1
6755,2338,1512,1
6756,4092,2328,1
6757,1486,385,1
6758,3565,3893,2
6759,1236,225,1
6760,5433,3910,4
6761,1190,601,1
6762,2778,2940,2
6763,1764,1893,1
6764,1951,4471,2
6765,418,26,1
6766,3584,3705,5
6767,85,108,1
6768,6,346,2
6769,3062,2526,1
6770,3032,268,1
6771,26,2403,1
6772,1335,1336,1
6773,2017,3476,1
6774,5550,5680,1
6775,733,209,1
6776,4833,5204,1
6777,216,365,1
6778,5612,1514,1
6779,1748,10,1
6780,3128,2848,1
6781,217,300,6
6782,1310,5425,2
6783,841,4279,1
6784,1276,888,1
6785,1365,1326,3
6786,2778,1901,1
6787,2380,4235,1
6788,5818,5811,1
6789,4039,864,1
6790,1324,10,1
6791,2884,2016,1
6792,1910,864,1
6793,1293,1764,3
6794,4206,3248,2
6795,406,0,5
6796,5624,5459,-10
6797,1582,1551,1
6798,2247,4431,1
6799,867,1690,1
6800,1310,1113,-1
6801,4396,4832,1
6802,1907,2313,1
6803,2355,2347,1
6804,1814,1511,2
6805,3556,26,1
6806,2884,4494,1
6807,480,222,1
6808,3332,4801,1
6809,4427,4206,3
6810,2458,1800,2
6811,842,655,1
6812,2587,3968,1
6813,264,1012,2
6814,4312,4313,1
6815,4092,4886,1
6816,5757,5764,1
6817,4292,2119,1
6818,988,734,1
6819,5,134,3
6820,1993,864,3
6821,1236,1250,10
6822,2023,1902,8
6823,2181,2186,1
6824,912,1071,1
6825,3302,977,1
6826,3800,2884,1
6827,3646,3668,-5
6828,3621,4206,1
6829,4596,4643,1
6830,4604,4526,2
6831,1020,896,1
6832,406,269,2
6833,41,188,3
6834,1764,4653,-10
6835,455,492,1
6836,3845,3738,2
6837,465,0,1
6838,3204,2247,-10
6839,4155,864,1
6840,3062,3886,1
6841,242,265,1
6842,269,1871,-10
6843,1296,1227,1
6844,2953,3179,1
6845,2727,10,1
6846,323,1322,1
6847,1500,2245,-10
6848,0,107,1
6849,4465,4603,1
6850,1902,2065,1
6851,4801,4775,1
6852,648,914,5
6853,2273,4770,1
6854,4542,3162,1
6855,2020,2068,1
6856,867,985,1
6857,2672,2657,1
6858,1539,1522,1
6859,977,4519,1
6860,1998,5509,-3
6861,3825,4559,1
6862,3216,30,1
6863,4471,4521,2
6864,2394,2393,1
6865,264,1907,8
6866,66,1839,5
6867,456,1069,1
6868,3668,3660,10
6869,1310,5411,1
6870,1521,2254,3
6871,4277,2822,1
6872,128,451,1
6873,302,98,-10
6874,4590,4589,1
6875,1754,2723,1
6876,2250,2065,5
6877,28,1341,1
6878,1718,3381,3
6879,5158,2699,-10
6880,2669,1685,9
6881,45,3032,1
6882,5735,1764,1
6883,26,2135,2
6884,4274,851,1
6885,240,510,1
6886,2247,2436,1
6887,2247,4293,-5
6888,545,483,1
6889,1276,6,5
6890,5521,5506,5
6891,3302,3376,1
6892,4092,5302,-5
6893,1571,3270,1
6894,246,163,1
6895,1532,1541,1
6896,3646,4299,1
6897,453,1853,1
6898,349,97,1
6899,1685,2535,1
6900,6,122,3
6901,26,831,3
6902,3503,2720,1
6903,240,2974,4
6904,1725,1736,1
6905,2039,1850,2
6906,3820,175,1
6907,3282,4081,1
6908,3646,1293,-1
6909,2455,2125,1
6910,1981,2803,2
6911,1981,1568,1
6912,2843,2978,1
6913,4116,163,1
6914,1459,2128,1
6915,1485,3204,1
6916,1764,4414,-10
6917,3378,3379,1
6918,4936,1998,1
6919,841,1300,1
6920,864,1276,5
6921,3659,3979,1
6922,27,1798,3
6923,1998,2974,-2
6924,3391,1773,2
6925,614,6,1
6926,4815,3413,1
6927,5269,3819,1
6928,2062,268,1
6929,1610,0,9
6930,646,806,1
6931,584,4206,1
6932,1876,1907,2
6933,26,3028,1
6934,233,462,3
6935,3751,4296,1
6936,589,255,2
6937,1249,452,1
6938,2128,2587,1
6939,4153,3826,1
6940,1186,593,1
6941,217,325,4
6942,1443,500,1
6943,1925,4504,1
6944,4206,5576,1
6945,1226,584,1
6946,2338,5781,-4
6947,1409,26,1
6948,1870,2545,1
6949,4399,4316,1
6950,124,30,1
6951,4153,3378,1
6952,2587,977,8
6953,580,1012,1
6954,2442,1981,2
6955,589,606,1
6956,115,113,2
6957,2328,2428,-10
6958,3545,3097,1
6959,2349,1853,5
6960,347,589,1
6961,1571,2264,1
6962,4124,1521,1
6963,1998,1275,1
6964,2587,3271,3
6965,1990,1725,1
6966,2587,2932,1
6967,2534,1514,2
6968,2220,2065,2
6969,626,740,2
6970,3715,4598,-10
6971,5339,3910,1
6972,26,3540,1
6973,1786,4672,1
6974,4199,3903,1
6975,3631,3564,3
6976,1981,2194,3
6977,3154,3169,3
6978,1321,3684,-10
6979,2045,2037,1
6980,3062,4625,1
6981,4656,4366,1
6982,4604,1011,1
6983,3638,4894,1
6984,1698,1705,1
6985,3379,5056,-10
6986,738,163,3
6987,26,5767,1
6988,1685,1610,1
6989,217,292,3
6990,3120,3282,1
6991,2953,3943,1
6992,2669,1981,10
6993,1839,4092,1
6994,1240,2076,1
6995,3323,2587,8
6996,1298,791,-10
6997,170,1078,1
6998,1835,1827,1
6999,4920,3160,1
7000,1786,2822,1
7001,1850,2039,2
7002,2876,4591,-10
7003,5314,4760,1
7004,3910,3275,3
7005,1945,2362,1
7006,510,97,1
7007,240,5082,2
7008,4559,4413,8
7009,3506,2387,5
7010,4949,2433,1
7011,86,5431,1
7012,3040,26,1
7013,233,359,1
7014,4548,4427,3
7015,1764,5355,1
7016,4444,5150,-10
7017,106,326,1
7018,5846,5845,1
7019,3825,5532,1
7020,1211,428,1
7021,3453,0,2
7022,3648,4306,1
7023,1647,2146,-1
7024,2214,2338,1
7025,1624,2959,2
7026,2347,2128,3
7027,4559,2949,1
7028,6,1,5
7029,4317,4230,1
7030,1405,1341,5
7031,26,4953,1
7032,1643,1970,-5
7033,2045,1981,1
7034,1643,2669,1
7035,5621,5134,-10
7036,26,3828,1
7037,104,42,1
7038,1981,1756,5
7039,4431,5454,10
7040,2707,3129,10
7041,2669,2247,6
7042,2545,3759,1
7043,577,16,1
7044,5728,2204,1
7045,313,98,2
7046,4411,4316,2
7047,1212,789,3
7048,3705,1965,1
7049,1321,864,-1
7050,2257,2297,1
7051,10,1541,1
7052,2128,3523,2
7053,4235,2587,1
7054,1769,1668,2
7055,1690,867,1
7056,3474,1764,1
7057,729,694,2
7058,2898,2077,2
7059,3332,2587,3
7060,1014,967,1
7061,5382,5384,1
7062,4115,3535,1
7063,623,3593,1
7064,4965,2790,2
7065,3032,2949,1
7066,1521,2140,1
7067,4251,2545,1
7068,24,41,1
7069,2842,2834,1
7070,497,1140,1
7071,1769,4592,-10
7072,321,2166,-1
7073,35,2974,2
7074,2420,4915,1
7075,481,5,2
7076,4325,4092,1
7077,3819,864,10
7078,4115,4145,1
7079,3356,4279,1
7080,4373,2884,1
7081,2753,2266,1
7082,3646,1354,1
7083,4697,623,3
7084,6,274,2
7085,2679,2680,2
7086,806,646,1
7087,26,3691,1
7088,1567,681,1
7089,3258,2077,2
7090,3573,3733,1
7091,4567,4314,1
7092,2354,3900,1
7093,5413,1469,1
7094,2800,2433,3
7095,1078,841,2
7096,6,240,2
7097,2084,5363,1
7098,3566,441,10
7099,75,140,-1
7100,1522,1542,1
7101,1269,1254,1
7102,1344,1756,1
7103,5805,5506,5
7104,1276,841,4
7105,3518,2218,1
7106,4092,3282,1
7107,208,343,1
7108,3845,10,2
7109,2398,2378,1
7110,3646,5502,1
7111,536,422,1
7112,2891,1907,5
7113,1842,1541,1
7114,4325,4200,1
7115,3320,1981,1
7116,1344,1324,3
7117,1567,1176,2
7118,217,225,4
7119,3523,3956,1
7120,1522,1521,5
7121,2953,3254,1
7122,2206,2094,5
7123,26,5143,1
7124,3152,3079,1
7125,3555,4427,2
7126,0,290,5
7127,5222,5616,2
7128,2347,2338,1
7129,2347,2062,1
7130,2587,3037,1
7131,4466,2511,2
7132,4521,2884,1
7133,1706,2587,3
7134,0,186,1
7135,1902,2250,1
7136,2303,3922,1
7137,1296,26,1
7138,864,1396,3
7139,2949,190,2
7140,2077,5021,-10
7141,1754,1725,1
7142,1354,1986,2
7143,2146,2258,1
7144,3720,3577,1
7145,3356,1945,1
7146,52,1121,1
7147,507,18,1
7148,4901,4453,1
7149,2884,4543,1
7150,2464,2470,5
7151,1891,1945,2
7152,1512,2093,1
7153,26,1435,1
7154,3737,4471,1
7155,4253,3743,2
7156,3593,3317,2
7157,1730,1708,2
7158,44,245,1
7159,436,477,1
7160,2354,3850,1
7161,1800,1799,5
7162,972,884,1
7163,970,1341,1
7164,2058,2083,3
7165,1293,2039,1
7166,1098,1100,3
7167,505,5064,3
7168,168,6,2
7169,1335,1345,-10
7170,313,3503,1
7171,4964,2247,2
7172,510,2077,1
7173,3649,5202,1
7174,2882,2214,1
7175,1181,864,3
7176,3910,4521,2
7177,2707,1293,2
7178,2810,2790,1
7179,3655,3590,1
7180,2247,1970,-10
7181,510,2218,2
7182,2247,4289,-10
7183,30,1306,1
7184,3470,98,-10
7185,1293,1437,1
7186,4396,4451,1
7187,2295,1840,1
7188,2699,317,1
7189,1685,2565,1
7190,4851,3819,2
7191,3743,3766,1
7192,1276,987,1
7193,1324,1160,3
7194,1756,1901,1
7195,1016,692,1
7196,195,415,2
7197,1576,163,4
7198,729,887,2
7199,2181,2187,4
7200,313,2150,1
7201,483,1655,1
7202,30,1278,1
7203,95,20,1
7204,5363,1275,2
7205,3659,4129,1
7206,3819,4314,2
7207,2338,2062,1
7208,1907,3427,1
7209,4413,4471,2
7210,2707,2247,2
7211,161,10,1
7212,783,497,1
7213,506,10,2
7214,5550,5652,2
7215,356,589,2
7216,2218,2360,-3
7217,3378,4878,1
7218,5551,5496,1
7219,3707,3705,1
7220,3910,4056,-10
7221,4427,4413,1
7222,977,551,4
7223,2670,26,10
7224,1176,734,9
7225,4559,3275,5
7226,977,2486,1
7227,1576,1500,2
7228,3825,98,-10
7229,623,1334,2
7230,1786,864,2
7231,3838,3825,1
7232,2686,2347,1
7233,2592,3322,3
7234,3623,1786,1
7235,791,827,3
7236,3062,3994,1
7237,233,538,1
7238,2837,1907,2
7239,4092,4891,-10
7240,2328,2433,1
7241,1354,2048,-3
7242,4592,4545,-10
7243,1833,4092,1
7244,2077,5080,-10
7245,1310,1689,5
7246,258,372,3
7247,2433,2602,1
7248,1118,1276,5
7249,5831,5819,3
7250,481,2094,2
7251,1594,3848,1
7252,5796,3800,3
7253,5831,5546,-10
7254,2732,26,1
7255,1981,2133,1
7256,4699,4223,1
7257,1853,2943,1
7258,428,664,2
7259,13,6,4
7260,1160,26,5
7261,217,382,5
7262,4092,2347,1
7263,1521,4593,-10
7264,3282,4119,1
7265,2181,2110,2
7266,1866,2570,2
7267,883,91,1
7268,2760,2204,1
7269,36,21,1
7270,3606,4115,1
7271,1725,1909,2
7272,688,1853,2
7273,3513,26,1
7274,476,931,2
7275,3465,3297,3
7276,163,738,1
7277,3379,864,1
7278,4092,3573,4
7279,3452,4115,1
7280,2778,500,1
7281,666,721,5
7282,791,879,10
7283,2876,1610,2
7284,1764,2188,1
7285,1853,2762,1
7286,3713,4585,-10
7287,1794,1793,5
7288,1955,1500,1
7289,132,613,1
7290,482,1217,1
7291,3518,1248,2
7292,59,165,1
7293,1465,3743,1
7294,1002,313,2
7295,10,1876,1
7296,5102,5093,1
7297,4279,841,1
7298,886,729,2
7299,3407,2605,2
7300,24,4521,1
7301,6,72,2
7302,4643,4545,-10
7303,2260,202,2
7304,5643,5727,1
7305,3503,1998,1
7306,1354,313,2
7307,3062,3593,1
7308,4123,5827,3
7309,4896,4923,1
7310,1981,1760,1
7311,2491,2488,6
7312,95,142,1
7313,3282,4377,2
7314,4521,4798,3
7315,3493,977,3
7316,1276,1321,1
7317,1275,1764,3
7318,2204,2261,2
7319,3715,4643,-10
7320,98,2627,-10
7321,1532,1669,1
7322,392,370,-10
7323,603,18,1
7324,4937,2949,1
7325,1501,1505,1
7326,259,42,3
7327,2938,1275,1
7328,5372,2020,1
7329,2765,17,1
7330,791,230,-10
7331,4430,3910,3
7332,5271,3275,1
7333,2077,4572,-10
7334,163,593,1
7335,469,472,1
7336,26,1519,3
7337,451,472,-10
7338,4404,2077,4
7339,4598,4653,1
7340,5490,5518,10
7341,3565,3097,1
7342,321,2778,1
7343,1344,1585,1
7344,5617,5619,3
7345,1413,240,1
7346,5208,5192,3
7347,2790,3103,1
7348,5310,4092,1
7349,1521,319,1
7350,3204,3190,1
7351,3573,3998,1
7352,1814,1698,1
7353,1998,1576,1
7354,2472,2657,1
7355,3715,4617,-10
7356,2077,5110,-10
7357,5536,5543,2
7358,3456,864,3
7359,2580,2771,1
7360,1321,153,3
7361,591,688,4
7362,3391,4515,1
7363,556,678,1
7364,3573,1685,2
7365,2635,2568,-10
7366,217,479,4
7367,10,4180,1
7368,1742,1054,1
7369,3294,977,1
7370,2420,4921,1
7371,2988,2669,1
7372,1764,4752,-10
7373,1276,1249,1
7374,864,2342,1
7375,490,127,1
7376,1875,10,5
7377,1998,1521,4
7378,1444,1796,2
7379,3449,2587,1
7380,3715,4591,-10
7381,1522,2458,1
7382,2772,1176,5
7383,505,86,3
7384,1764,5682,-7
7385,2077,3388,1
7386,1240,2018,-5
7387,3008,1907,1
7388,500,232,3
7389,1620,1522,1
7390,5409,4604,1
7391,152,75,1
7392,321,584,1
7393,3062,668,1
7394,726,752,1
7395,1585,4092,1
7396,2587,3813,1
7397,3432,2587,2
7398,2217,1354,1
7399,32,137,3
7400,3378,272,1
7401,5333,2075,1
7402,2128,313,1
7403,3646,3631,2
7404,665,601,1
7405,995,415,1
7406,6,154,3
7407,1152,1151,1
7408,6,1640,2
7409,738,1,2
7410,1668,323,3
7411,1341,1293,3
7412,2347,1541,1
7413,589,347,1
7414,4845,3751,2
7415,4547,4196,1
7416,4296,3838,1
7417,475,139,1
7418,3503,4395,1
7419,167,182,1
7420,3743,1689,1
7421,2839,3073,1
7422,2077,4985,-5
7423,4316,4477,-1
7424,2347,2262,1
7425,4701,1764,1
7426,1012,884,2
7427,3453,4471,1
7428,379,608,1
7429,98,1521,2
7430,1275,3681,-10
7431,5429,5539,1
7432,4619,3773,2
7433,1725,2031,1
7434,2347,5559,7
7435,4017,4099,1
7436,4608,4604,-5
7437,3019,1459,1
7438,387,463,1
7439,2876,4443,-10
7440,3747,3659,1
7441,98,165,-2
7442,4915,2420,1
7443,4545,4967,1
7444,1647,1512,1
7445,3751,5509,1
7446,5135,2570,1
7447,510,84,1
7448,467,177,-4
7449,264,2367,1
7450,3638,5303,1
7451,864,1541,2
7452,385,1522,8
7453,5134,5583,1
7454,1848,4689,1
7455,1344,5,5
7456,2201,1981,4
7457,3638,441,10
7458,551,188,1
7459,1121,490,1
7460,245,103,1
7461,1571,2338,1
7462,1921,1624,1
7463,1121,1167,1
7464,161,582,10
7465,4188,3643,1
7466,1740,2221,1
7467,6,389,1
7468,1894,896,1
7469,1764,2500,1
7470,1464,1344,5
7471,1907,2817,1
7472,26,1426,1
7473,2884,3800,1
7474,125,438,1
7475,233,45,1
7476,4299,21,1
7477,2810,321,-10
7478,1814,1711,1
7479,1104,763,-10
7480,1827,483,1
7481,226,627,1
7482,3472,3508,1
7483,2755,1981,10
7484,3683,3713,-10
7485,132,2958,1
7486,1026,947,2
7487,3573,4656,1
7488,5134,5148,1
7489,26,688,1
7490,4182,3183,1
7491,1764,1708,2
7492,3565,4092,1
7493,864,1166,-10
7494,2377,2380,1
7495,5388,4768,2
7496,1999,153,1
7497,1444,1275,3
7498,2166,2171,2
7499,4314,3643,4
7500,1176,736,2
7501,1060,452,1
7502,3380,1293,1
7503,2062,4879,2
7504,1950,1968,1
7505,4743,4766,2
7506,1514,669,1
7507,921,841,2
7508,10,3566,1
7509,4092,3649,3
7510,1306,864,3
7511,4216,4843,1
7512,2587,3548,2
7513,153,1999,3
7514,384,493,1
7515,285,138,1
7516,2042,2028,5
7517,0,60,1
7518,3719,4372,1
7519,1998,5309,1
7520,3664,26,1
7521,673,24,2
7522,1875,0,1
7523,153,98,5
7524,201,191,1
7525,2338,1360,2
7526,479,42,4
7527,2546,2530,7
7528,1540,2157,1
7529,4895,864,5
7530,26,864,5
7531,2538,41,2
7532,4230,5125,2
7533,3341,4150,3
7534,3825,3776,1
7535,2369,3019,1
7536,4947,4896,-10
7537,0,688,2
7538,1072,1063,1
7539,1742,6,1
7540,1981,2294,-10
7541,2279,2128,1
7542,26,1786,1
7543,2778,3738,1
7544,2587,3153,1
7545,3206,1981,1
7546,1541,1566,1
7547,551,10,2
7548,4689,4812,1
7549,1522,1581,1
7550,593,770,2
7551,3318,1981,2
7552,3638,5309,2
7553,6,113,2
7554,3646,5680,-2
7555,494,344,1
7556,195,15,1
7557,2819,1981,1
7558,4689,2831,1
7559,890,334,1
7560,1271,1315,1
7561,3674,506,1
7562,2778,1998,2
7563,3397,3294,1
7564,4189,4206,1
7565,1756,264,2
7566,2814,2587,1
7567,5707,4521,5
7568,2794,2793,1
7569,3150,3272,3
7570,5550,5414,1
7571,1876,2953,3
7572,1324,313,3
7573,4891,4792,1
7574,385,269,10
7575,977,3573,2
7576,1465,1719,1
7577,3910,26,2
7578,4275,26,1
7579,1369,3052,1
7580,2953,3112,1
7581,3305,2070,10
7582,1769,3275,1
7583,1571,1248,4
7584,1593,1541,1
7585,1875,26,6
7586,5793,10,1
7587,1987,2211,1
7588,2433,4911,1
7589,1521,1998,4
7590,1839,3668,-10
7591,3376,3302,1
7592,1021,941,1
7593,588,183,1
7594,3277,3319,1
7595,977,3258,2
7596,3814,4337,1
7597,2077,664,-2
7598,4206,2147,2
7599,2118,2020,1
7600,4004,4401,1
7601,26,5761,1
7602,428,455,1
7603,2258,2317,-1
7604,1706,2827,3
7605,4564,4566,-10
7606,841,1306,1
7607,701,985,1
7608,4140,2079,4
7609,4973,1310,4
7610,2577,2573,10
7611,4122,3802,2
7612,2884,3628,1
7613,1344,98,8
7614,3910,2974,1
7615,4598,4604,-10
7616,619,1502,10
7617,20,95,1
7618,1713,1547,10
7619,506,510,1
7620,3774,1907,1
7621,1321,165,-10
7622,5314,2241,3
7623,4443,3819,-10
7624,108,1,1
7625,876,867,1
7626,1788,26,1
7627,154,42,1
7628,3150,2570,10
7629,326,3659,3
7630,26,5800,1
7631,1360,2354,2
7632,3751,4235,1
7633,2413,2587,1
7634,1244,882,10
7635,5355,2020,1
7636,3646,5166,1
7637,4604,864,3
7638,306,734,2
7639,1293,1746,-2
7640,4027,4540,1
7641,1969,1983,2
7642,1998,2125,1
7643,1394,734,1
7644,233,722,1
7645,4123,2338,1
7646,550,45,1
7647,506,3638,3
7648,5643,4423,1
7649,2221,2020,2
7650,26,3000,1
7651,5502,3396,5
7652,5526,98,-3
7653,2592,2902,-10
7654,497,6,5
7655,4427,4465,3
7656,3713,4564,-10
7657,4444,5532,2
7658,2062,5378,3
7659,5529,3751,2
7660,1436,506,2
7661,2433,2352,1
7662,1430,1344,1
7663,1064,926,2
7664,3643,3580,1
7665,372,431,1
7666,4264,2587,4
7667,2519,2512,1
7668,372,551,1
7669,2672,2354,1
7670,4277,4481,1
7671,4235,2083,1
7672,1981,2446,-10
7673,3275,3266,1
7674,3062,3201,1
7675,1011,3759,1
7676,203,350,3
7677,1275,1293,6
7678,412,623,1
7679,3122,2196,1
7680,3381,2570,3
7681,1344,2645,-10
7682,3819,5512,1
7683,1932,26,1
7684,2752,2587,1
7685,2077,2786,1
7686,2570,3902,1
7687,4299,1144,-2
7688,4936,321,2
7689,2490,2488,4
7690,4206,3738,2
7691,2669,1521,4
7692,3751,3573,1
7693,1797,1996,1
7694,1334,147,1
7695,75,1585,3
7696,176,2020,1
7697,3128,2294,-1
7698,4531,4314,1
7699,264,660,1
7700,4101,3659,1
7701,3062,3855,1
7702,2196,4219,1
7703,26,2348,1
7704,1903,1204,1
7705,1033,1001,1
7706,313,159,1
7707,2125,1859,2
7708,736,209,1
7709,585,3308,3
7710,857,791,3
7711,535,727,1
7712,5319,4559,1
7713,1898,1321,2
7714,1968,1950,1
7715,1742,18,1
7716,1276,1920,2
7717,1204,1496,1
7718,4833,1310,3
7719,4279,3800,1
7720,3712,4576,-10
7721,3062,2432,1
7722,614,628,4
7723,183,236,1
7724,120,248,1
7725,510,2248,1
7726,977,3302,1
7727,2077,3275,2
7728,4115,3643,3
7729,26,3070,1
7730,3623,240,2
7731,2328,2809,1
7732,1012,1521,1
7733,977,4206,6
7734,214,6,1
7735,1483,1599,1
7736,3719,4585,-10
7737,4500,1,1
7738,3751,4012,1
7739,216,475,1
7740,2605,3946,-10
7741,106,606,1
7742,544,650,1
7743,1685,4279,1
7744,1786,2153,2
7745,3032,2140,1
7746,2284,2247,1
7747,3407,3466,5
7748,3910,313,1
7749,3402,3506,1
7750,2218,3245,-10
7751,248,45,1
7752,3819,3040,1
7753,2296,1853,2
7754,3593,3619,2
7755,3662,2958,2
7756,4123,5429,1
7757,3819,4115,1
7758,3738,4206,2
7759,1981,2360,1
7760,2484,1987,1
7761,751,163,1
7762,1907,2973,1
7763,1981,3470,1
7764,3776,3659,1
7765,3085,3908,3
7766,584,1226,1
7767,4590,4617,1
7768,4594,1764,-10
7769,3565,3443,1
7770,2432,1981,1
7771,4010,2023,1
7772,2778,108,1
7773,3038,2587,5
7774,1230,2766,-5
7775,1944,1853,3
7776,2885,2707,1
7777,26,2927,1
7778,1594,1998,2
7779,3497,4471,2
7780,594,2505,1
7781,3910,3062,-10
7782,2261,2016,1
7783,2042,264,1
7784,3579,3659,1
7785,1944,1959,1
7786,1344,497,5
7787,4407,4471,2
7788,3523,2979,3
7789,1981,1500,-10
7790,2338,1290,-1
7791,3838,240,2
7792,101,163,1
7793,4443,4566,-10
7794,139,1321,2
7795,506,2150,2
7796,1866,452,1
7797,1850,1909,1
7798,2212,1853,1
7799,3,63,1
7800,4210,2545,1
7801,4710,2247,1
7802,2247,3600,1
7803,4502,3503,-10
7804,1631,1780,1
7805,646,538,1
7806,4092,4042,1
7807,4092,1708,-10
7808,2808,1764,1
7809,41,1276,1
7810,4200,4434,1
7811,1725,1513,1
7812,1293,3294,1
7813,2669,2748,3
7814,1276,1420,1
7815,3728,5650,2
7816,1764,1786,2
7817,4206,2955,1
7818,2236,4113,1
7819,164,338,2
7820,4752,4465,1
7821,217,296,3
7822,4853,506,1
7823,1,5805,8
7824,1435,1723,2
7825,3503,2959,1
7826,10,578,1
7827,1333,2077,2
7828,1335,1121,1
7829,3476,2017,5
7830,2077,1685,1
7831,1786,2328,2
7832,1354,2954,-10
7833,2077,5195,-2
7834,461,551,1
7835,3713,4590,-10
7836,1310,1486,1
7837,292,2953,2
7838,734,306,2
7839,359,159,2
7840,26,2956,1
7841,2580,4027,2
7842,753,926,1
7843,1584,1344,1
7844,1240,2053,1
7845,5175,4092,1
7846,3391,4829,2
7847,2080,2070,10
7848,11,1522,3
7849,1875,896,1
7850,1310,1435,2
7851,1680,1341,1
7852,2146,2169,1
7853,1839,1160,1
7854,454,0,1
7855,5583,4115,1
7856,2094,2076,6
7857,3910,4068,1
7858,1859,2125,2
7859,4060,2077,3
7860,510,1521,1
7861,2039,1293,1
7862,1832,18,10
7863,1709,3659,1
7864,3716,4654,-10
7865,2157,2161,-10
7866,4559,2602,1
7867,829,1800,1
7868,10,564,1
7869,5221,1685,1
7870,1519,894,1
7871,846,10,1
7872,3573,5512,1
7873,4277,3838,7
7874,5309,2016,2
7875,1435,1679,1
7876,3356,5433,1
7877,1522,2336,1
7878,917,1024,1
7879,2839,2888,1
7880,4792,4603,1
7881,4999,26,2
7882,4135,3958,1
7883,3372,323,1
7884,30,65,1
7885,1012,264,2
7886,4006,3518,1
7887,5424,1310,3
7888,217,375,5
7889,1698,1850,1
7890,1216,867,10
7891,3528,3499,2
7892,841,6,10
7893,2672,2697,-10
7894,3252,4521,1
7895,88,92,10
7896,2212,1998,1
7897,3646,947,1
7898,104,493,5
7899,507,45,2
7900,5259,1951,2
7901,1764,2566,-10
7902,1655,1991,1
7903,2707,2743,1
7904,4148,4115,3
7905,1305,623,1
7906,3379,4778,-10
7907,0,1998,1
7908,4936,4183,2
7909,844,862,2
7910,4760,4697,2
7911,2264,2327,10
7912,3062,3878,1
7913,2313,2328,3
7914,4245,2953,1
7915,4604,4945,1
7916,2876,3728,1
7917,2725,2559,1
7918,2218,2214,1
7919,188,867,1
7920,5135,3910,2
7921,734,83,3
7922,2369,1907,1
7923,3459,313,2
7924,4569,4480,-10
7925,745,18,10
7926,2062,2338,1
7927,4115,3797,3
7928,2077,1629,1
