,source,target,weight
3767,960,361,2
3768,14,3437,1
3769,86,591,1
3770,1178,5,1
3771,120,342,1
3772,35,81,2
3773,2030,27,2
3774,868,2122,1
3775,691,4,1
3776,173,81,2
3777,24,655,1
3778,335,48,2
3779,423,644,-10
3780,2211,3567,1
3781,1718,56,2
3782,20,747,1
3783,719,1978,1
3784,134,3755,-1
3785,3781,21,5
3786,71,1474,1
3787,697,14,3
3788,395,144,3
3789,79,697,1
3790,3033,183,1
3791,67,45,10
3792,10,173,1
3793,2166,0,2
3794,28,5,4
3795,3464,3729,-10
3796,631,5,1
3797,749,29,1
3798,407,327,1
3799,2805,0,1
3800,117,162,1
3801,119,45,1
3802,10,153,1
3803,0,1355,1
3804,13,276,1
3805,957,3682,1
3806,51,256,8
3807,710,3,1
3808,27,326,2
3809,108,1427,1
3810,2581,9,1
3811,2335,1904,1
3812,204,28,1
3813,369,68,2
3814,72,3341,1
3815,3385,157,1
3816,223,2463,1
3817,324,133,3
3818,714,43,5
3819,2547,508,1
3820,6,3766,-5
3821,582,506,1
3822,510,567,1
3823,84,490,2
3824,84,3757,-10
3825,5,1151,1
3826,6,370,2
3827,15,366,2
3828,623,78,1
3829,149,1462,3
3830,0,1490,1
3831,71,1278,1
3832,2,115,1
3833,107,77,1
3834,1447,73,3
3835,3620,2215,1
3836,183,591,1
3837,577,3,3
3838,688,328,1
3839,1000,38,1
3840,2335,18,-5
3841,604,2430,1
3842,1788,218,2
3843,21,98,6
3844,82,91,1
3845,102,57,2
3846,9,612,-2
3847,127,616,1
3848,773,2,1
3849,3018,6,1
3850,1379,184,1
3851,224,493,3
3852,490,1320,2
3853,478,255,1
3854,490,52,1
3855,3730,847,1
3856,0,67,1
3857,370,26,2
3858,90,233,8
3859,306,347,1
3860,196,3781,5
3861,2965,0,3
3862,953,219,4
3863,1097,149,1
3864,758,308,1
3865,3635,25,1
3866,1338,2,3
3867,310,1425,4
3868,2278,45,1
3869,1184,11,1
3870,1,1379,2
3871,45,2266,1
3872,269,1931,1
3873,91,525,1
3874,35,1190,1
3875,15,980,2
3876,2292,14,2
3877,3391,0,1
3878,562,0,2
3879,108,710,1
3880,28,101,1
3881,20,200,3
3882,321,178,4
3883,2333,2,3
3884,1059,644,1
3885,198,32,2
3886,78,2705,1
3887,243,25,1
3888,0,795,1
3889,47,3781,2
3890,88,2624,1
3891,3505,1400,1
3892,483,11,2
3893,614,66,2
3894,64,3750,-10
3895,57,244,1
3896,329,3778,-5
3897,232,125,3
3898,1132,939,1
3899,0,1749,2
3900,124,237,1
3901,1278,39,1
3902,280,604,1
3903,18,646,1
3904,222,144,1
3905,107,381,2
3906,1157,13,1
3907,47,16,2
3908,930,27,1
3909,29,89,1
3910,3742,1115,3
3911,94,3133,-1
3912,242,1176,4
3913,3274,2,1
3914,1569,195,3
3915,14,1598,1
3916,324,183,3
3917,104,162,1
3918,82,23,1
3919,573,201,3
3920,20,3,2
3921,1662,3742,3
3922,48,544,1
3923,0,255,3
3924,92,2,4
3925,546,1736,1
3926,288,4,1
3927,504,437,1
3928,15,43,3
3929,1611,716,1
3930,18,41,1
3931,102,248,1
3932,12,1522,1
3933,102,124,1
3934,397,84,1
3935,48,10,3
3936,20,204,5
3937,207,286,4
3938,878,176,2
3939,1856,412,2
3940,1,110,1
3941,249,4,2
3942,231,797,2
3943,1094,991,2
3944,160,689,1
3945,298,182,2
3946,2256,331,1
3947,66,2799,1
3948,248,220,1
3949,3155,26,1
3950,16,196,2
3951,271,3712,-10
3952,1494,6,2
3953,18,109,2
3954,58,115,1
3955,408,254,2
3956,41,16,3
3957,329,1495,2
3958,74,255,1
3959,3581,36,5
3960,2411,95,1
3961,176,62,1
3962,2898,518,1
3963,432,3253,1
3964,2000,3,1
3965,1931,49,1
3966,2555,15,1
3967,329,42,4
3968,15,236,1
3969,506,71,1
3970,490,838,2
3971,0,2706,1
3972,189,12,1
3973,10,132,3
3974,306,31,1
3975,0,1336,1
3976,490,519,3
3977,732,1725,1
3978,3132,126,2
3979,394,115,1
3980,1134,3183,1
3981,31,306,1
3982,50,294,1
3983,103,144,-2
3984,43,248,1
3985,7,3669,-1
3986,824,26,1
3987,160,694,1
3988,497,179,1
3989,2390,1195,1
3990,150,2398,1
3991,1197,0,2
3992,278,229,2
3993,1957,238,2
3994,1006,660,1
3995,458,11,1
3996,2358,978,4
3997,58,3558,5
3998,2580,322,1
3999,105,1,2
4000,291,10,4
4001,0,735,1
4002,2039,574,2
4003,1795,29,1
4004,18,157,1
4005,53,9,1
4006,1,145,1
4007,113,1878,1
4008,145,945,1
4009,933,16,2
4010,1474,0,1
4011,7,486,1
4012,130,30,2
4013,1255,865,2
4014,0,299,1
4015,685,3464,1
4016,3,2466,1
4017,428,33,5
4018,163,1903,1
4019,21,3,2
4020,161,286,2
4021,2400,11,2
4022,2067,613,1
4023,166,105,1
4024,658,98,1
4025,240,289,1
4026,21,36,5
4027,109,416,1
4028,2237,3731,1
4029,745,259,1
4030,55,968,1
4031,695,178,1
4032,7,1882,-1
4033,529,1797,1
4034,1055,28,1
4035,71,1837,1
4036,319,114,1
4037,67,3782,-10
4038,165,82,2
4039,57,2335,1
4040,87,123,-1
4041,215,156,7
4042,2,1833,2
4043,156,683,2
4044,1327,42,1
4045,94,153,1
4046,869,19,10
4047,158,37,3
4048,2891,0,1
4049,1209,297,1
4050,117,0,4
4051,1062,432,2
4052,450,313,3
4053,116,2147,1
4054,4,987,1
4055,937,681,1
4056,915,64,4
4057,633,2206,1
4058,1388,3387,1
4059,6,644,2
4060,10,294,1
4061,24,1325,2
4062,233,53,8
4063,94,66,1
4064,2149,50,1
4065,3760,3,5
4066,1920,79,2
4067,161,1045,4
4068,1014,322,1
4069,1073,93,1
4070,358,2057,2
4071,303,944,1
4072,33,207,1
4073,3589,2899,1
4074,405,2035,2
4075,2277,12,1
4076,278,12,2
4077,335,3703,1
4078,31,58,1
4079,403,2505,1
4080,1679,341,10
4081,381,216,1
4082,67,12,10
4083,85,831,1
4084,42,10,2
4085,2229,800,2
4086,4,3699,-10
4087,17,242,10
4088,223,353,8
4089,1143,738,1
4090,975,2,1
4091,388,256,1
4092,253,75,2
4093,2333,0,2
4094,33,584,1
4095,628,77,2
4096,11,1515,2
4097,3391,57,1
4098,78,1471,1
4099,959,37,1
4100,8,315,1
4101,42,490,2
4102,29,1,3
4103,596,2353,1
4104,634,592,1
4105,11,215,1
4106,873,2203,1
4107,747,563,1
4108,1418,435,1
4109,3781,356,3
4110,874,49,2
4111,105,421,1
4112,490,359,1
4113,1784,61,1
4114,131,74,1
4115,3621,25,1
4116,2284,2,1
4117,134,4,2
4118,11,18,5
4119,2,91,8
4120,77,112,2
4121,3772,936,-10
4122,2105,56,1
4123,791,39,2
4124,4,3753,-10
4125,132,82,2
4126,5,637,1
4127,451,692,1
4128,19,729,5
4129,0,3140,1
4130,92,124,2
4131,61,1164,1
4132,232,85,3
4133,84,42,1
4134,16,482,3
4135,14,1392,1
4136,11,291,2
4137,25,48,2
4138,42,62,2
4139,43,21,5
4140,1370,5,5
4141,66,640,1
4142,13,176,1
4143,814,5,1
4144,664,1102,1
4145,25,192,1
4146,211,34,1
4147,12,1049,5
4148,0,1024,1
4149,1562,974,3
4150,994,503,1
4151,84,206,1
4152,768,1,2
4153,2126,0,1
4154,16,870,1
4155,335,979,1
4156,972,640,1
4157,27,1116,2
4158,60,598,1
4159,50,79,1
4160,225,3697,-10
4161,3763,11,1
4162,434,2367,1
4163,1263,166,2
4164,1659,78,1
4165,326,1239,1
4166,5,2,7
4167,47,385,4
4168,634,32,1
4169,114,279,1
4170,1512,29,1
4171,164,84,2
4172,84,248,3
4173,2,18,3
4174,24,89,1
4175,201,3,2
4176,81,48,4
4177,46,3777,-10
4178,893,10,1
4179,1030,148,1
4180,0,612,1
4181,14,3490,1
4182,96,1135,1
4183,365,402,1
4184,80,289,3
4185,945,9,1
4186,223,2470,1
4187,1516,101,2
4188,3742,149,-10
4189,285,3757,-10
4190,602,453,2
4191,3298,3295,1
4192,24,61,2
4193,1637,791,3
4194,701,308,1
4195,94,1369,1
4196,944,303,1
4197,76,131,4
4198,255,484,1
4199,25,87,10
4200,548,5,3
4201,87,683,1
4202,1715,47,1
4203,13,30,3
4204,140,291,1
4205,15,44,1
4206,201,1432,1
4207,35,196,2
4208,129,1436,1
4209,3758,688,5
4210,14,273,1
4211,728,17,1
4212,501,467,2
4213,563,1617,1
4214,591,9,1
4215,240,750,1
4216,371,2370,1
4217,3612,114,1
4218,149,3730,4
4219,465,53,1
4220,2138,17,2
4221,0,1572,2
4222,209,174,1
4223,274,27,3
4224,213,1749,1
4225,2361,115,1
4226,366,1637,1
4227,258,18,1
4228,1302,315,10
4229,17,56,9
4230,629,56,8
4231,369,116,1
4232,98,3,2
4233,155,3781,10
4234,1,24,1
4235,3006,671,1
4236,3769,140,3
4237,144,468,1
4238,943,3743,3
4239,87,23,5
4240,8,14,5
4241,5,84,1
4242,704,1015,1
4243,848,574,1
4244,35,101,1
4245,374,1,7
4246,1583,526,7
4247,85,905,1
4248,386,302,10
4249,303,14,2
4250,10,2864,1
4251,1674,477,1
4252,54,2219,2
4253,824,4,1
4254,36,3549,-8
4255,15,24,1
4256,3228,137,1
4257,388,125,2
4258,32,40,2
4259,5,518,1
4260,17,90,8
4261,0,37,1
4262,1543,114,1
4263,160,1312,1
4264,104,124,2
4265,156,165,1
4266,670,338,1
4267,679,3742,1
4268,265,6,8
4269,1307,6,1
4270,62,83,2
4271,117,42,1
4272,66,1842,1
4273,5,523,4
4274,155,9,1
4275,1002,78,1
4276,257,634,1
4277,64,1247,1
4278,72,18,3
4279,53,468,8
4280,15,1916,1
4281,39,1,8
4282,3743,203,2
4283,104,829,1
4284,1278,663,1
4285,2,226,1
4286,3549,715,1
4287,276,1141,1
4288,355,623,10
4289,2335,1,2
4290,734,223,2
4291,178,3778,-10
4292,25,172,1
4293,0,1147,1
4294,91,1559,1
4295,7,228,-1
4296,25,110,3
4297,129,325,1
4298,203,6,1
4299,102,283,3
4300,257,622,1
4301,3084,60,1
4302,2498,1,1
4303,905,498,1
4304,12,1528,4
4305,2,640,2
4306,35,1066,1
4307,18,29,6
4308,953,34,2
4309,189,25,2
4310,1634,129,1
4311,25,111,5
4312,246,412,5
4313,15,71,2
4314,0,2280,1
4315,176,1164,3
4316,176,121,1
4317,216,448,1
4318,823,3322,1
4319,1602,66,1
4320,812,3778,-10
4321,305,65,1
4322,35,123,1
4323,1115,3742,3
4324,328,688,1
4325,408,1969,1
4326,141,1038,2
4327,1453,282,3
4328,25,797,1
4329,1283,8,1
4330,1209,11,1
4331,14,1069,1
4332,3754,3572,-10
4333,0,1508,1
4334,15,2002,2
4335,10,1511,1
4336,2506,138,2
4337,142,1339,1
4338,9,318,3
4339,97,14,6
4340,48,2,2
4341,5,176,-2
4342,119,350,1
4343,3781,1474,1
4344,613,3754,-10
4345,1133,175,-10
4346,294,7,1
4347,198,1819,1
4348,880,126,5
4349,356,3781,3
4350,141,13,1
4351,77,1021,1
4352,677,929,2
4353,50,210,1
4354,1,2445,1
4355,707,3667,-10
4356,84,290,2
4357,3464,302,-3
4358,2729,1011,1
4359,1543,1354,2
4360,175,1770,1
4361,28,3773,1
4362,103,3738,-3
4363,89,2,3
4364,69,257,1
4365,1135,96,1
4366,493,25,1
4367,38,89,3
4368,1105,53,1
4369,996,847,3
4370,123,23,4
4371,2200,1033,1
4372,17,689,5
4373,857,477,1
4374,1,914,1
4375,176,403,1
4376,532,44,1
4377,1956,38,1
4378,987,3774,-10
4379,281,386,5
4380,12,10,2
4381,550,707,3
4382,384,3748,-10
4383,3766,116,3
4384,350,35,1
4385,173,9,1
4386,94,965,2
4387,3287,761,1
4388,3,22,5
4389,60,1181,1
4390,134,3464,2
4391,217,1442,2
4392,29,3782,-10
4393,12,2266,1
4394,1099,83,1
4395,70,348,8
4396,1726,254,1
4397,0,3061,1
4398,130,3,8
4399,2606,3742,1
4400,368,21,2
4401,84,397,1
4402,1,1408,2
4403,107,1950,1
4404,57,287,3
4405,106,3743,2
4406,640,287,1
4407,631,255,1
4408,1051,12,7
4409,120,2169,2
4410,0,954,1
4411,168,667,3
4412,258,51,1
4413,145,198,1
4414,1,96,1
4415,236,15,1
4416,39,451,1
4417,50,2149,1
4418,1697,2665,1
4419,123,455,1
4420,1696,2654,1
4421,10,76,2
4422,1464,0,1
4423,597,120,1
4424,154,28,2
4425,71,23,1
4426,26,289,2
4427,123,1050,1
4428,2,173,2
4429,134,544,1
4430,28,122,3
4431,608,3,2
4432,408,25,1
4433,2381,3558,2
4434,885,11,1
4435,51,276,1
4436,359,69,3
4437,250,3728,1
4438,558,651,5
4439,3746,81,1
4440,1416,49,1
4441,739,3781,-10
4442,2180,0,1
4443,11,25,1
4444,370,198,1
4445,67,626,1
4446,975,91,1
4447,747,178,1
4448,1,4,1
4449,711,726,1
4450,84,1161,1
4451,37,743,2
4452,765,1201,1
4453,2,206,6
4454,236,1,2
4455,32,18,4
4456,1,10,-5
4457,2335,103,3
4458,423,1029,1
4459,92,110,3
4460,269,3633,-10
4461,2,4,8
4462,2728,252,1
4463,20,70,1
4464,441,181,1
4465,13,50,3
4466,2,2279,4
4467,13,944,1
4468,116,2930,1
4469,8,588,1
4470,116,193,1
4471,1810,3773,1
4472,9,189,3
4473,259,79,1
4474,55,52,2
4475,401,609,1
4476,1297,7,1
4477,209,869,2
4478,3738,52,3
4479,714,400,1
4480,176,171,2
4481,1011,2599,1
4482,2585,0,2
4483,5,7,3
4484,32,622,1
4485,452,518,1
4486,1637,1254,1
4487,1712,250,2
4488,41,600,7
4489,81,1489,2
4490,94,427,1
4491,179,2335,1
4492,287,92,1
4493,571,3,2
4494,2108,0,1
4495,112,1606,1
4496,1021,77,1
4497,1617,1225,1
4498,2088,1704,1
4499,51,176,7
4500,850,3781,1
4501,2081,1697,1
4502,7,224,-1
4503,12,2282,2
4504,862,180,2
4505,484,255,1
4506,116,798,2
4507,692,693,1
4508,1038,176,1
4509,15,74,4
4510,403,176,1
4511,53,448,1
4512,33,28,4
4513,193,17,3
4514,176,1524,1
4515,1364,300,1
4516,158,21,7
4517,46,25,6
4518,312,3,1
4519,154,1452,1
4520,2398,37,1
4521,255,68,1
4522,24,1154,1
4523,3762,243,-10
4524,172,3336,1
4525,840,181,1
4526,78,154,1
4527,0,115,1
4528,1325,24,5
4529,261,10,5
4530,2472,98,1
4531,1557,48,1
4532,411,1852,1
4533,1462,149,5
4534,2008,253,1
4535,536,339,3
4536,52,2,1
4537,6,3176,1
4538,172,1031,1
4539,233,224,1
4540,15,2444,1
4541,1768,797,1
4542,855,574,2
4543,1251,225,1
4544,16,112,5
4545,1894,3389,1
4546,83,1082,1
4547,57,3756,-3
4548,499,1424,1
4549,36,19,8
4550,31,370,1
4551,335,58,6
4552,1573,114,1
4553,105,40,2
4554,19,230,6
4555,533,2858,1
4556,2,878,4
4557,43,99,3
4558,443,404,1
4559,477,1430,1
4560,37,3632,-10
4561,6,496,1
4562,15,186,1
4563,208,256,2
4564,195,63,2
4565,117,374,1
4566,1995,223,2
4567,0,1146,1
4568,648,122,1
4569,688,29,2
4570,3253,18,2
4571,237,713,10
4572,360,59,1
4573,14,195,1
4574,323,83,2
4575,304,109,3
4576,73,17,7
4577,57,29,1
4578,2095,364,1
4579,1278,47,2
4580,181,712,1
4581,824,3267,1
4582,116,1317,2
4583,9,1423,2
4584,136,3572,1
4585,178,87,1
4586,226,1832,1
4587,265,68,1
4588,1297,314,1
4589,380,3,10
4590,84,3681,-3
4591,228,824,2
4592,72,119,7
4593,31,102,1
4594,1947,49,2
4595,243,244,2
4596,390,252,1
4597,180,509,10
4598,192,721,10
4599,15,144,2
4600,13,442,3
4601,34,14,5
4602,261,891,2
4603,136,38,5
4604,437,352,1
4605,797,1752,1
4606,1165,613,3
4607,250,211,3
4608,46,37,3
4609,45,978,1
4610,1717,71,2
4611,25,267,2
4612,948,203,1
4613,611,1668,1
4614,81,163,1
4615,253,2008,1
4616,149,3,4
4617,409,1026,5
4618,541,2754,1
4619,205,187,2
4620,708,832,10
4621,62,223,1
4622,93,163,1
4623,28,277,2
4624,541,628,1
4625,21,329,1
4626,16,747,1
4627,426,54,1
4628,2309,394,1
4629,124,117,1
4630,17,71,3
4631,157,135,1
4632,0,2755,1
4633,1335,29,1
4634,222,1412,1
4635,1935,1231,1
4636,134,940,1
4637,3770,50,2
4638,0,2401,1
4639,3773,968,2
4640,55,106,1
4641,92,25,6
4642,359,1037,1
4643,142,1356,1
4644,385,254,2
4645,184,169,1
4646,41,931,8
4647,1953,3132,1
4648,487,1564,4
4649,151,36,7
4650,1439,100,1
4651,870,8,1
4652,35,119,1
4653,0,3605,1
4654,120,799,2
4655,1761,592,1
4656,965,961,2
4657,2417,221,1
4658,75,852,2
4659,1768,2202,2
4660,1754,10,1
4661,35,23,2
4662,187,572,8
4663,1050,1172,1
4664,76,38,3
4665,939,1456,1
4666,1,786,3
4667,77,720,5
4668,19,8,9
4669,644,2342,2
4670,95,375,1
4671,54,16,2
4672,39,2102,1
4673,136,89,1
4674,308,893,1
4675,486,29,2
4676,10,1033,1
4677,357,112,5
4678,1941,0,1
4679,39,102,1
4680,24,394,1
4681,0,3082,1
4682,3700,337,10
4683,762,217,4
4684,272,1930,1
4685,21,3696,2
4686,9,1991,1
4687,349,359,1
4688,1148,28,1
4689,3513,3738,10
4690,38,1124,1
4691,3742,3774,-10
4692,452,105,1
4693,3072,12,1
4694,35,3775,-10
4695,663,9,1
4696,78,379,1
4697,2794,0,1
4698,149,3782,-10
4699,3704,41,3
4700,145,30,2
4701,825,4,3
4702,39,1223,2
4703,3714,3743,10
4704,961,394,1
4705,790,3573,-10
4706,1541,106,3
4707,67,60,10
4708,31,7,3
4709,182,573,2
4710,49,1750,1
4711,14,604,3
4712,3071,12,1
4713,21,60,2
4714,4,981,4
4715,690,2,1
4716,1759,1496,1
4717,161,2257,1
4718,1624,444,1
4719,44,88,1
4720,50,2878,1
4721,1329,188,5
4722,1378,423,3
4723,1831,2,2
4724,617,722,10
4725,2951,0,1
4726,507,443,1
4727,3728,797,-10
4728,132,99,3
4729,1080,149,1
4730,3371,232,1
4731,165,3714,-10
4732,104,1196,1
4733,18,30,4
4734,357,3782,-10
4735,176,5,8
4736,7,527,1
4737,74,151,2
4738,1062,2224,1
4739,16,1731,1
4740,189,257,1
4741,246,1863,1
4742,180,1965,2
4743,191,280,1
4744,1843,756,2
4745,1631,1,3
4746,89,131,1
4747,1000,579,1
4748,144,10,2
4749,298,129,1
4750,206,3694,1
4751,374,93,1
4752,3707,330,1
4753,3549,535,1
4754,2733,47,1
4755,157,4,5
4756,302,677,6
4757,187,138,1
4758,48,758,1
4759,130,33,1
4760,254,1476,1
4761,24,15,1
4762,280,95,1
4763,128,842,5
4764,403,472,1
4765,2292,103,1
4766,32,114,2
4767,84,245,1
4768,3553,545,1
4769,8,2991,1
4770,1,22,8
4771,261,974,1
4772,0,2822,1
4773,218,1788,2
4774,11,171,1
4775,905,3564,1
4776,461,54,5
4777,791,2727,1
4778,3,2001,2
4779,243,1180,3
4780,2171,7,1
4781,15,222,1
4782,145,9,1
4783,1339,0,1
4784,3403,95,1
4785,0,1166,1
4786,1440,3742,1
4787,12,2319,1
4788,32,76,2
4789,402,1429,1
4790,127,3320,1
4791,654,418,1
4792,25,189,3
4793,199,606,2
4794,712,298,1
4795,1570,137,2
4796,366,382,1
4797,2522,249,1
4798,141,132,1
4799,9,216,2
4800,3776,3512,10
4801,251,1083,1
4802,604,2335,2
4803,178,81,1
4804,817,18,1
4805,0,304,1
4806,1070,895,1
4807,327,108,1
4808,7,106,-1
4809,14,36,1
4810,191,557,1
4811,2852,34,1
4812,1832,32,1
4813,327,74,1
4814,1301,0,1
4815,25,1293,2
4816,465,3,4
4817,79,2924,1
4818,761,1023,4
4819,598,60,1
4820,105,296,2
4821,32,11,2
4822,0,2400,1
4823,4,434,5
4824,2975,204,1
4825,76,856,1
4826,3780,187,-10
4827,97,210,1
4828,858,3,7
4829,50,13,3
4830,2126,134,1
4831,332,7,3
4832,103,708,1
4833,114,32,2
4834,371,4,10
4835,319,2,2
4836,4,249,2
4837,687,142,8
4838,88,1707,1
4839,171,1172,1
4840,2,10,1
4841,156,3781,2
4842,78,2677,1
4843,80,63,1
4844,586,3356,1
4845,491,176,3
4846,1374,2,1
4847,37,2398,1
4848,797,1029,1
4849,7,3530,-1
4850,3069,0,2
4851,361,6,1
4852,1810,747,1
4853,6,1316,1
4854,64,3,5
4855,280,490,-5
4856,1539,29,1
4857,544,127,2
4858,806,7,2
4859,109,7,1
4860,1430,1660,2
4861,421,466,1
4862,31,190,1
4863,173,94,3
4864,88,9,1
4865,1689,253,1
4866,32,585,1
4867,125,2672,1
4868,359,16,1
4869,217,762,4
4870,109,486,2
4871,331,48,1
4872,2,701,3
4873,145,77,3
4874,3464,141,1
4875,87,32,1
4876,18,14,1
4877,215,151,2
4878,2,135,3
4879,248,35,1
4880,311,36,3
4881,750,57,5
4882,0,28,1
4883,3499,880,1
4884,31,484,1
4885,1523,176,1
4886,176,801,7
4887,318,28,2
4888,203,1149,1
4889,940,2947,1
4890,396,289,1
4891,668,2533,1
4892,606,768,1
4893,3702,108,1
4894,94,3610,1
4895,381,3767,-6
4896,409,116,1
4897,15,1406,3
4898,128,533,4
4899,127,291,2
4900,4,196,-10
4901,278,823,1
4902,3742,385,1
4903,180,400,1
4904,339,2462,1
4905,26,221,3
4906,829,71,2
4907,1600,107,1
4908,644,7,2
4909,274,863,3
4910,11,31,2
4911,255,235,1
4912,1,167,9
4913,252,82,1
4914,117,3775,-10
4915,10,3268,1
4916,381,1003,1
4917,1292,1744,3
4918,1756,68,2
4919,268,59,10
4920,74,314,1
4921,140,750,1
4922,2404,760,1
4923,432,3719,-10
4924,60,2267,1
4925,2327,26,5
4926,247,3272,1
4927,401,18,1
4928,3,87,2
4929,8,164,1
4930,108,1430,1
4931,247,80,1
4932,3327,2,1
4933,2543,64,1
4934,3747,605,10
4935,130,144,2
4936,12,951,1
4937,1349,5,4
4938,1905,113,1
4939,1637,166,1
4940,2,2314,1
4941,88,2095,1
4942,10,359,1
4943,288,412,1
4944,329,189,1
4945,203,49,5
4946,541,47,1
4947,107,354,1
4948,3678,3660,1
4949,8,16,5
4950,201,168,1
4951,289,2387,1
4952,35,248,1
4953,255,37,3
4954,216,181,1
4955,5,2383,1
4956,829,48,1
4957,862,2067,1
4958,490,54,1
4959,166,1263,2
4960,177,2354,1
4961,193,57,1
4962,96,2,1
4963,3730,2439,1
4964,1298,183,5
4965,169,632,5
4966,1211,2443,1
4967,397,898,1
4968,624,3730,1
4969,176,258,1
4970,92,9,1
4971,614,717,2
4972,3340,0,5
4973,238,1109,2
4974,262,1099,1
4975,25,44,1
4976,388,44,2
4977,21,680,3
4978,14,50,1
4979,346,1748,1
4980,232,93,10
4981,2892,51,1
4982,48,3703,-1
4983,0,94,1
4984,120,2117,1
4985,207,114,1
4986,3714,3695,10
4987,1146,2,1
4988,407,47,4
4989,3475,26,1
4990,128,1222,5
4991,1082,1926,1
4992,535,3549,1
4993,1119,78,1
4994,345,116,2
4995,141,8,1
4996,100,41,1
4997,84,966,1
4998,289,32,1
4999,98,841,1
5000,131,314,1
5001,682,8,2
5002,932,933,1
5003,375,172,1
5004,603,374,1
5005,456,205,2
5006,4,121,3
5007,21,423,1
5008,2779,0,1
5009,154,14,3
5010,85,163,1
5011,110,92,3
5012,176,2945,1
5013,133,59,2
5014,2370,137,1
5015,13,62,9
5016,423,1436,1
5017,14,966,1
5018,1040,40,1
5019,1191,648,1
5020,696,136,1
5021,3736,495,10
5022,35,3741,1
5023,2,3220,1
5024,85,3439,1
5025,359,277,2
5026,1460,2072,2
5027,176,1052,1
5028,174,89,2
5029,256,21,1
5030,856,573,2
5031,903,102,1
5032,2127,283,1
5033,9,412,1
5034,640,24,1
5035,225,719,1
5036,1675,251,2
5037,3132,3692,1
5038,84,124,2
5039,1505,263,2
5040,592,10,1
5041,84,1179,1
5042,408,796,10
5043,680,3781,4
5044,31,24,2
5045,26,66,1
5046,10,154,1
5047,178,1603,3
5048,1231,1935,1
5049,1537,0,3
5050,1129,3728,1
5051,42,81,1
5052,6,2888,1
5053,101,3774,-1
5054,128,563,4
5055,331,94,1
5056,329,184,1
5057,276,2180,1
5058,348,184,3
5059,0,1519,4
5060,11,1359,1
5061,11,648,1
5062,1,250,2
5063,6,2141,1
5064,3627,774,1
5065,6,1756,1
5066,692,13,3
5067,562,1412,1
5068,104,703,1
5069,9,2581,1
5070,1262,73,5
5071,1,646,1
5072,93,899,1
5073,1896,760,3
5074,388,276,1
5075,1710,728,1
5076,811,693,2
5077,64,1938,2
5078,168,239,3
5079,18,58,2
5080,25,665,1
5081,100,778,2
5082,2542,855,3
5083,108,30,1
5084,467,355,1
5085,654,105,1
5086,3572,49,1
5087,79,3782,-10
5088,535,2642,1
5089,41,821,1
5090,210,3770,-10
5091,221,1585,1
5092,257,2052,1
5093,1467,728,1
5094,404,467,1
5095,94,18,3
5096,246,0,1
5097,1253,20,1
5098,76,20,2
5099,1386,163,1
5100,1848,2,5
5101,32,254,1
5102,647,3169,1
5103,130,10,1
5104,3506,769,1
5105,335,1576,1
5106,2371,25,1
5107,17,2692,1
5108,475,1659,1
5109,0,1748,1
5110,1190,814,1
5111,29,31,1
5112,1256,1011,1
5113,1270,17,1
5114,54,184,8
5115,3696,3781,-10
5116,1400,3730,2
5117,3771,10,1
5118,141,3464,1
5119,21,560,2
5120,154,114,1
5121,1435,3742,3
5122,3780,176,-10
5123,122,115,1
5124,2335,906,9
5125,258,1316,1
5126,27,407,1
5127,549,10,1
5128,48,18,8
5129,362,376,10
5130,340,2460,1
5131,230,3,4
5132,948,23,1
5133,112,6,3
5134,3609,0,2
5135,233,39,1
5136,3591,1948,1
5137,2360,2411,1
5138,5,1345,1
5139,410,94,2
5140,14,3513,-1
5141,2788,3781,1
5142,14,3409,1
5143,53,3728,-1
5144,541,3735,-5
5145,23,248,1
5146,839,147,4
5147,534,653,1
5148,2719,99,1
5149,9,47,1
5150,3776,1690,10
5151,125,40,1
5152,331,3085,1
5153,548,16,2
5154,22,1400,3
5155,3606,84,1
5156,10,481,2
5157,143,197,3
5158,117,525,2
5159,233,401,1
5160,314,25,2
5161,1034,170,1
5162,946,255,1
5163,192,8,5
5164,374,3398,1
5165,1599,39,1
5166,14,351,10
5167,29,123,3
5168,552,3251,1
5169,2368,287,1
5170,244,3738,-10
5171,99,3781,-10
5172,141,25,1
5173,1321,161,2
5174,32,14,1
5175,3778,189,5
5176,277,1791,1
5177,84,2335,-2
5178,2642,535,1
5179,596,1861,2
5180,152,868,2
5181,3464,3773,-8
5182,2207,34,2
5183,146,962,8
5184,374,650,1
5185,504,292,1
5186,202,16,2
5187,1602,296,1
5188,151,8,4
5189,215,6,2
5190,118,90,2
5191,162,18,1
5192,187,468,2
5193,3719,432,1
5194,16,47,2
5195,120,471,2
5196,3775,35,3
5197,444,3742,1
5198,6,110,4
5199,3782,3776,10
5200,869,136,10
5201,88,252,1
5202,176,2962,1
5203,9,23,2
5204,2990,79,1
5205,3096,3567,-10
5206,139,1648,1
5207,243,29,10
5208,2605,194,1
5209,116,5,1
5210,129,2574,1
5211,1178,55,2
5212,2337,48,1
5213,18,28,5
5214,702,243,2
5215,1339,24,1
5216,283,25,1
5217,14,34,5
5218,1387,3500,-1
5219,92,114,1
5220,24,7,4
5221,41,20,1
5222,29,35,1
5223,1589,103,1
5224,78,1119,1
5225,200,144,-10
5226,13,267,1
5227,8,2121,1
5228,114,1342,1
5229,482,6,1
5230,84,1321,-1
5231,2,172,1
