,index,src,dst,rating
5094,6783,526,1176,2
5095,11907,551,896,3
5096,17350,41,1360,1
5097,10139,406,1624,7
5098,32187,5433,5446,3
5099,23164,4243,3623,1
5100,17983,3308,2587,2
5101,31567,3910,2778,1
5102,21950,4038,3659,1
5103,24862,4481,4004,3
5104,35219,1521,24,2
5105,7774,1276,1568,2
5106,6553,688,98,5
5107,6478,1392,907,2
5108,30626,240,5213,1
5109,5082,999,139,1
5110,33805,1998,2338,2
5111,17540,3226,3227,1
5112,16824,3113,2587,1
5113,791,216,167,1
5114,9086,1818,483,2
5115,10136,1850,1500,2
5116,4865,26,1095,1
5117,28331,4471,313,2
5118,10760,2121,1797,1
5119,32632,26,5514,1
5120,179,68,50,3
5121,29498,4545,4954,1
5122,3887,734,334,1
5123,5205,791,230,-10
5124,33277,441,3573,1
5125,4611,334,947,1
5126,6532,1278,1354,2
5127,18621,2328,3121,-2
5128,23266,3838,500,1
5129,12357,26,2266,1
5130,27113,4688,2016,1
5131,29163,3696,4466,1
5132,30468,5173,4684,1
5133,28571,4092,2261,1
5134,16184,2718,3000,1
5135,8360,1698,1513,5
5136,9413,1898,1875,1
5137,15866,2752,2587,1
5138,9527,1800,1916,1
5139,20932,3849,2587,2
5140,8615,500,1324,1
5141,15239,1998,1293,5
5142,26662,3718,4596,-10
5143,8455,264,1643,1
5144,7642,1521,1012,1
5145,22896,2884,2077,10
5146,33270,2876,5603,1
5147,27205,4216,4027,4
5148,7369,1546,1535,2
5149,26548,3714,4596,-10
5150,7752,1620,1522,1
5151,28560,4115,977,5
5152,24648,4455,4459,1
5153,5831,637,1021,1
5154,4253,163,766,2
5155,30474,176,3580,1
5156,5870,1296,1227,1
5157,9743,1932,1948,1
5158,20563,3767,2433,1
5159,34658,4230,4249,3
5160,34906,4559,5428,1
5161,4023,729,924,4
5162,7782,1608,1609,1
5163,10363,199,310,1
5164,12381,1902,2349,1
5165,3774,862,861,1
5166,33829,5667,5550,3
5167,6483,987,1281,1
5168,22451,3659,4138,1
5169,2153,64,518,2
5170,7150,1354,1311,3
5171,19323,2338,3250,2
5172,10936,688,1486,1
5173,22542,3670,3360,2
5174,5255,1189,1157,1
5175,16255,1907,2328,2
5176,27783,599,4471,1
5177,10782,1902,2006,1
5178,1632,361,343,2
5179,22808,3523,4183,1
5180,18590,3294,3383,2
5181,155,13,60,1
5182,25979,4596,4617,1
5183,12787,2310,1981,4
5184,10445,1361,1981,1
5185,14199,1344,2520,-10
5186,12557,1571,1902,8
5187,7330,1519,1536,1
5188,16039,2218,2941,-3
5189,3392,163,497,3
5190,26463,3711,4591,-10
5191,184,50,69,1
5192,1179,328,6,1
5193,8446,1741,1733,10
5194,33161,5388,3497,1
5195,9089,1276,1708,1
5196,1405,243,388,1
5197,8964,1568,1725,1
5198,13496,2525,26,1
5199,31861,5087,5423,1
5200,25560,4564,4566,-10
5201,8252,497,1532,1
5202,23743,2247,4289,-10
5203,4853,727,1092,3
5204,11206,1274,1940,1
5205,19690,1764,1459,5
5206,27786,3814,599,1
5207,22669,355,98,-10
5208,20444,3573,1921,1
5209,2591,623,565,1
5210,28414,3317,4471,1
5211,4116,552,950,2
5212,21164,1230,2822,1
5213,31681,3751,4333,1
5214,20268,3593,2570,3
5215,20109,1585,623,1
5216,24033,3523,4362,2
5217,21522,2587,3405,1
5218,31115,864,1786,3
5219,6622,1406,1121,1
5220,790,167,216,1
5221,26896,4604,1786,3
5222,15365,2819,853,-1
5223,4022,884,882,1
5224,26502,3713,4577,-10
5225,18221,1981,2257,2
5226,19381,3566,3569,1
5227,27342,26,4423,1
5228,10498,1430,2016,1
5229,8220,1344,551,4
5230,18044,2279,977,2
5231,1635,346,428,1
5232,9299,1760,1814,1
5233,20202,3710,3668,-10
5234,27727,4206,1293,1
5235,24937,3681,1764,-10
5236,32877,5496,5551,1
5237,6386,1379,170,2
5238,20598,3778,2587,5
5239,30371,3349,5131,1
5240,34961,5355,26,1
5241,2562,614,6,1
5242,18212,2070,506,1
5243,19106,1907,3504,1
5244,28242,4828,4689,1
5245,25740,4171,3275,1
5246,8346,1354,1717,1
5247,25510,2020,3391,1
5248,18518,3398,3294,1
5249,27611,3340,4466,1
5250,21722,3029,1907,3
5251,24463,4369,4364,-10
5252,5258,601,1190,1
5253,11448,313,1756,1
5254,26001,1764,4617,-10
5255,18813,2587,659,4
5256,18700,2473,1853,1
5257,27889,4604,4788,5
5258,7563,26,1583,1
5259,5537,1172,530,2
5260,12273,2333,2334,1
5261,3313,740,216,1
5262,3337,138,684,1
5263,7788,26,1604,1
5264,20724,646,3751,3
5265,16464,3032,3044,1
5266,21741,4034,4035,3
5267,9162,385,1522,8
5268,34842,177,2338,1
5269,19658,1907,2849,4
5270,14618,2538,2347,1
5271,11477,1522,176,9
5272,8074,1585,1519,2
5273,21118,3902,321,1
5274,2336,563,524,1
5275,10433,1430,1981,1
5276,20970,3062,1911,1
5277,14496,2247,977,1
5278,4049,26,853,1
5279,2643,627,226,7
5280,13571,264,1853,10
5281,19635,3470,1981,2
5282,2278,502,359,2
5283,13957,98,1500,-10
5284,1444,364,127,1
5285,2996,666,530,2
5286,22729,1310,2295,-10
5287,29265,2254,4765,1
5288,33526,3646,3786,1
5289,2389,10,578,1
5290,29965,5107,4471,-10
5291,26622,3717,4579,-10
5292,10373,2056,1685,1
5293,10332,1341,1344,9
5294,6618,1121,1276,2
5295,9224,1860,1540,1
5296,8427,1276,1676,4
5297,31275,5349,4775,1
5298,3122,529,720,1
5299,31710,4672,4115,1
5300,22468,2818,2570,2
5301,18706,3344,1572,1
5302,12059,2156,1853,3
5303,9510,1915,1204,1
5304,16873,2023,2707,2
5305,9314,1541,1846,1
5306,4980,1026,947,2
5307,22907,4194,4193,1
5308,20985,3062,2600,1
5309,20550,3335,3668,1
5310,7273,1496,1354,1
5311,14913,2077,2284,1
5312,12122,2314,1853,1
5313,26825,0,163,1
5314,22551,3525,1118,1
5315,18655,3426,3139,10
5316,33055,98,3371,-7
5317,31722,26,5407,1
5318,10819,2073,302,1
5319,31814,4807,2446,-10
5320,19645,2328,3618,1
5321,1607,383,428,1
5322,12929,2128,2269,1
5323,31565,5269,5109,-10
5324,31293,3470,3728,1
5325,6934,734,505,2
5326,5535,1002,498,1
5327,29065,4502,18,10
5328,19065,1981,2886,3
5329,7428,864,1556,-10
5330,15719,26,2921,2
5331,14136,1310,1921,1
5332,3614,243,565,2
5333,14034,2626,2125,-10
5334,29527,4463,4952,2
5335,8564,1293,551,2
5336,28220,4825,4471,1
5337,22331,3910,3250,2
5338,12651,594,2393,1
5339,11071,2167,26,1
5340,2431,524,557,2
5341,20389,3659,326,1
5342,3451,800,791,3
5343,19948,3668,2902,10
5344,26844,2545,4479,1
5345,23834,3819,4337,1
5346,12417,1711,10,1
5347,25697,4443,4588,1
5348,28143,4783,3819,1
5349,16500,3039,2338,1
5350,15579,2819,2813,-1
5351,13148,2210,1522,1
5352,21921,2302,921,-10
5353,24222,4321,3372,5
5354,8230,1444,0,2
5355,16965,3079,3139,1
5356,25715,4592,4590,1
5357,8773,1624,1144,2
5358,8984,1725,1819,1
5359,18086,3322,2580,1
5360,16678,26,3046,1
5361,35454,5859,2338,2
5362,15157,2790,2824,1
5363,11257,2032,2192,1
5364,29891,3826,4115,1
5365,19306,3372,272,1
5366,18308,26,3102,2
5367,16827,3040,26,1
5368,8180,1694,1524,1
5369,28205,3413,4815,1
5370,10459,2068,2020,1
5371,17769,3269,190,1
5372,7168,1500,1469,1
5373,33369,1469,4973,1
5374,29145,4960,4161,-10
5375,3858,889,378,1
5376,32050,4973,1901,2
5377,3850,729,887,2
5378,23332,2247,1746,-10
5379,4636,452,1051,1
5380,21472,3979,3659,8
5381,20439,1921,3577,1
5382,4512,917,1024,1
5383,35415,1764,2500,1
5384,32499,1764,5378,-8
5385,15904,2950,1293,1
5386,31238,3631,44,-10
5387,137,57,0,1
5388,4911,45,1102,-10
5389,23737,3623,4175,2
5390,24842,4004,3573,1
5391,24090,2128,4196,1
5392,12193,2241,2125,1
5393,9697,1814,1708,1
5394,29428,4921,4933,1
5395,19474,3309,1853,1
5396,10478,1875,1951,1
5397,2247,176,0,1
5398,34630,3275,3751,2
5399,15792,2279,52,1
5400,25825,4545,4597,1
5401,14232,2439,1981,7
5402,17379,1354,1057,6
5403,29917,5101,4423,1
5404,14716,2707,2743,1
5405,3444,714,693,5
5406,35288,5847,5584,1
5407,7937,864,1602,1
5408,10197,1764,2029,2
5409,33956,3800,5512,3
5410,980,267,167,1
5411,14523,2024,1981,1
5412,18626,2884,1981,4
5413,6005,1307,1049,1
5414,18644,2839,2545,1
5415,2702,428,376,2
5416,31481,4736,4987,2
5417,1916,217,341,4
5418,16855,2587,3118,2
5419,13266,2488,2496,8
5420,24159,2587,4018,1
5421,29142,84,4235,1
5422,15708,2920,26,2
5423,12435,2201,2364,1
5424,12628,1981,2360,1
5425,11661,2125,2077,1
5426,22585,1186,3659,2
5427,10898,1541,2077,3
5428,3219,165,728,1
5429,1845,415,1,1
5430,35228,3378,3751,7
5431,31096,5314,864,1
5432,26874,4027,3995,-10
5433,27277,3670,4717,1
5434,31201,2974,0,1
5435,4490,934,866,1
5436,29095,26,4921,1
5437,2186,222,480,1
5438,24291,1277,4406,-10
5439,12881,2218,2435,1
5440,6566,853,791,-1
5441,20584,3773,3774,5
5442,27981,4795,313,1
5443,26076,4578,4341,-10
5444,34104,5556,5687,5
5445,35213,977,3751,3
5446,21930,2140,3668,-10
5447,25984,4588,4617,1
5448,27129,2884,2545,3
5449,29076,3379,864,1
5450,22571,10,3573,1
5451,11606,264,1631,4
5452,26121,2264,1571,2
5453,19967,26,3674,1
5454,2354,159,567,1
5455,27175,3573,4494,2
5456,7371,1354,1530,3
5457,25226,4524,4115,1
5458,2371,542,527,1
5459,33676,5647,5644,5
5460,33715,5512,5532,-10
5461,21226,2943,3724,1
5462,2055,435,419,1
5463,32553,4559,2949,1
5464,29035,4940,4937,8
5465,14211,2483,2654,1
5466,26598,3716,4585,-10
5467,11287,2093,2198,1
5468,9260,864,269,1
5469,31723,26,5408,1
5470,7397,1522,1554,1
5471,31287,3453,5347,-10
5472,24065,2247,4346,-10
5473,3726,666,721,5
5474,32219,5462,3497,1
5475,9380,1814,323,1
5476,35484,4983,3191,1
5477,8479,1742,1690,2
5478,26484,3712,4585,-10
5479,15467,2110,2150,1
5480,30864,4480,2269,1
5481,31412,4279,5309,3
5482,16579,1853,2884,1
5483,13463,2483,2503,1
5484,27530,4663,4237,2
5485,30881,2254,3910,1
5486,7044,1344,1447,1
5487,33280,5512,3825,1
5488,10440,782,864,3
5489,24733,3857,4441,1
5490,28222,4798,3160,1
5491,27308,4722,4325,1
5492,20275,3727,3728,1
5493,11722,1983,896,2
5494,31618,5289,5366,1
5495,35183,3751,3356,4
5496,13823,2590,2580,1
5497,5616,1053,221,3
5498,4359,436,885,3
5499,18149,3333,190,1
5500,22594,3566,4157,2
5501,20674,3437,3743,10
5502,3314,28,639,2
5503,11401,2171,550,1
5504,18555,2605,3407,2
5505,16762,3032,1993,1
5506,17349,1360,41,1
5507,3741,701,378,2
5508,26574,3715,4594,-10
5509,28148,4806,2338,1
5510,4855,841,1058,-10
5511,5631,1252,1236,4
5512,25900,4526,4206,1
5513,4182,960,962,2
5514,31885,1689,5431,1
5515,12187,2324,2218,1
5516,6077,1323,1271,1
5517,6433,428,111,5
5518,25401,4465,2848,1
5519,9975,1725,1844,2
5520,23176,98,5,1
5521,17649,1230,3188,1
5522,25769,4171,4595,1
5523,13215,1685,1324,1
5524,28244,4493,4801,1
5525,26633,3717,4594,-10
5526,20117,3662,2062,1
5527,24677,1456,2347,1
5528,31751,584,4433,1
5529,15510,2884,2882,1
5530,6331,428,1373,1
5531,7241,26,1354,2
5532,2161,354,520,1
5533,32020,3209,3378,5
5534,31591,4899,4092,-10
5535,14326,2346,2077,6
5536,24030,4115,3391,1
5537,33671,5646,5647,5
5538,34734,5317,3888,1
5539,34059,5134,2020,1
5540,19598,3458,3593,1
5541,15642,1459,1486,1
5542,28202,2247,4293,-5
5543,30806,5258,4833,1
5544,12752,606,2273,2
5545,16006,2214,1764,3
5546,4094,435,714,2
5547,5565,6,552,4
5548,35257,1998,3356,1
5549,16295,3016,1907,1
5550,7669,1484,1522,1
5551,19518,3496,415,2
5552,815,226,111,1
5553,1201,163,323,3
5554,27074,3062,3551,1
5555,20669,3785,3700,5
5556,26781,2545,2949,2
5557,13381,26,2505,1
5558,22203,864,4112,1
5559,21162,415,3372,1
5560,28961,4502,507,2
5561,19077,2587,3498,1
5562,18772,3332,26,5
5563,26178,864,4639,-10
5564,29201,3378,84,2
5565,5314,310,853,1
5566,19235,3526,1981,3
5567,16542,2555,3032,1
5568,34613,4444,4468,-10
5569,13412,2514,2513,9
5570,17395,1321,3168,-1
5571,3812,455,794,1
5572,29528,4463,3032,3
5573,32818,3910,321,1
5574,6754,165,1433,1
5575,28935,1853,4922,1
5576,7711,5,1522,1
5577,5378,587,937,1
5578,19218,3518,2017,3
5579,19158,1568,3294,1
5580,7597,1456,1592,1
5581,19391,2146,1485,3
5582,22157,4027,4108,2
5583,33809,3378,4427,1
5584,21962,2254,4079,1
5585,34252,5723,5479,1
5586,30542,5135,5192,1
5587,34102,5556,5521,4
5588,30350,5141,3728,3
5589,18157,3277,2077,1
5590,9976,0,1276,5
5591,6621,428,264,1
5592,19215,3517,2338,1
5593,23946,3759,4265,1
5594,12992,1647,1500,-1
5595,76,6,10,1
5596,13755,2514,2577,1
5597,694,163,197,1
5598,61,7,0,3
5599,26417,3453,4663,1
5600,15007,1981,2788,4
5601,18689,3432,3019,1
5602,32165,3379,0,1
5603,2267,540,542,1
5604,18173,1998,3337,1
5605,34476,1998,5746,1
5606,9683,1496,1176,4
5607,34857,1594,1764,5
5608,33561,3275,1428,1
5609,17828,2964,1756,1
5610,24270,4314,4403,3
5611,15390,2803,2128,2
5612,8513,66,1698,2
5613,12871,2255,2146,1
5614,20664,2820,3154,1
5615,9305,1879,1541,1
5616,2628,0,43,5
5617,5670,1260,1053,1
5618,16888,2632,2077,1
5619,21444,3505,3837,1
5620,9259,1521,483,2
5621,8544,26,1344,2
5622,13973,2577,1500,10
5623,24888,4486,2587,1
5624,31720,3379,5406,1
5625,26154,4443,864,-10
5626,272,56,43,3
5627,11917,2065,234,1
5628,6345,1053,168,1
5629,7403,1522,1551,2
5630,17099,3157,2045,-10
5631,933,165,253,1
5632,33268,5601,1700,1
5633,553,21,42,2
5634,24619,4216,4453,1
5635,5278,669,734,1
5636,31916,1624,3646,2
5637,23770,4039,4328,1
5638,22284,1240,505,2
5639,10676,13,3,1
5640,13695,2530,2568,8
5641,5241,1185,1121,1
5642,23387,4277,2898,1
5643,13872,1981,0,7
5644,9016,1698,1773,1
5645,29508,1310,5008,-3
5646,3148,710,412,1
5647,7332,1500,1530,3
5648,27117,4267,4545,1
5649,7326,1501,1522,3
5650,27650,4765,190,3
5651,21561,3786,3751,2
5652,9244,1486,1725,1
5653,13928,2614,2613,10
5654,32263,3646,0,2
5655,20290,26,3729,1
5656,3,3,2,7
5657,7184,734,1496,1
5658,6526,1398,26,1
5659,27955,977,4279,1
5660,34545,26,5754,1
5661,23637,4319,4316,1
5662,26718,4589,3819,-10
5663,1416,362,216,1
5664,1864,469,383,1
5665,33294,3825,5532,1
5666,9485,83,1644,1
5667,7430,1512,186,1
5668,17622,2723,2925,1
5669,12922,355,2441,2
5670,27996,26,4471,2
5671,4643,1056,1055,1
5672,4071,376,729,2
5673,11131,1512,594,1
5674,30243,584,1764,2
5675,26871,1310,4678,1
5676,31849,5422,5378,1
5677,27192,4115,4707,1
5678,22041,1521,13,1
5679,34157,3497,4471,2
5680,14184,264,2247,3
5681,18835,1369,3391,1
5682,13808,2349,1853,5
5683,3920,905,844,3
5684,16666,2669,2785,1
5685,5199,1171,1159,1
5686,13572,1853,264,10
5687,19389,2338,3517,2
5688,16380,153,2020,1
5689,8108,1496,1240,2
5690,34336,1469,3564,3
5691,12528,1512,2218,1
5692,22303,3838,4083,1
5693,17780,1981,2901,2
5694,21424,3659,3971,1
5695,17957,3167,3247,5
5696,24953,3680,3714,-10
5697,14718,2545,1981,1
5698,23372,3647,1360,4
5699,11320,2096,1756,2
5700,20469,3623,3577,1
5701,8030,75,841,2
5702,5243,1185,10,1
5703,693,196,163,1
5704,19578,2587,3474,1
5705,4628,532,675,5
5706,2068,436,344,1
5707,30460,3924,2256,2
5708,3084,163,321,1
5709,4652,302,841,4
5710,19414,17,1176,7
5711,2826,159,661,1
5712,804,163,200,2
5713,26241,4577,4545,-10
5714,12177,2323,2125,2
5715,8071,1456,1668,1
5716,30254,4206,4748,1
5717,5683,1261,452,1
5718,23055,2062,2347,1
5719,35459,2016,4444,2
5720,31532,5269,5217,1
5721,28675,4216,4420,2
5722,9934,1975,1976,2
5723,19170,3294,3407,3
5724,15106,2632,264,1
5725,12606,1853,2384,1
5726,24634,4458,1643,2
5727,29936,5104,5106,-10
5728,25868,4293,2077,5
5729,29548,2077,5017,-10
5730,11491,1987,2139,1
5731,27272,4608,1786,2
5732,32142,5453,5435,1
5733,23113,4116,4115,1
5734,16014,2247,2908,1
5735,14722,1981,2227,1
5736,25821,4372,4582,-10
5737,6841,1176,1443,1
5738,32295,5444,5456,-10
5739,31049,3430,1907,-10
5740,15202,2672,2550,4
5741,16956,688,2654,1
5742,30884,4760,313,7
5743,5977,26,1227,1
5744,16466,2669,2876,7
5745,16002,2819,812,-1
5746,10841,2093,26,1
5747,11616,1773,551,1
5748,18072,3319,2077,1
5749,7824,1344,1630,1
5750,1779,106,444,1
5751,27602,26,4762,1
5752,6273,26,1363,1
5753,33406,977,4206,6
5754,4106,514,592,2
5755,31709,4115,4672,1
5756,7161,1306,1499,1
5757,25331,3331,4538,2
5758,26012,4593,1764,-10
5759,24596,2020,1981,-1
5760,13638,1354,2248,1
5761,32349,2247,1500,-10
5762,7717,1449,26,2
5763,31603,4206,5317,1
5764,18190,26,2841,3
5765,26365,1769,4654,-10
5766,6214,970,1341,1
5767,17664,3244,2185,1
5768,2786,0,654,1
5769,484,1,117,1
5770,34945,4413,5797,1
5771,11545,1764,1804,1
5772,8638,1767,1763,1
5773,9315,1846,1541,1
5774,4736,1051,1072,1
5775,25899,1764,4586,-10
5776,29646,5035,4279,1
5777,10256,2038,2037,1
5778,34557,5598,176,2
5779,21862,3956,3555,1
5780,13862,1310,1344,5
5781,14769,2580,2717,1
5782,13049,2458,1687,2
5783,16444,2218,3041,-10
5784,15399,2852,2816,1
5785,9660,1907,1938,1
5786,12370,1981,1541,1
5787,13646,2065,2556,1
5788,4238,867,975,1
5789,10104,864,1541,2
5790,5828,1121,1289,1
5791,30382,4741,664,-2
5792,18446,10,2342,1
5793,26610,3716,4611,-10
5794,34644,2338,5745,-1
5795,32239,86,13,1
5796,23638,4319,240,3
5797,31202,5338,4465,1
5798,31848,5378,5422,1
5799,20840,3823,3453,1
5800,652,42,0,7
5801,10210,1571,2032,10
5802,30850,4559,3832,2
5803,9814,1629,1950,1
5804,28011,176,1981,-10
5805,4283,791,867,4
5806,23560,26,4295,1
5807,33343,4423,3354,1
5808,26984,3062,2713,1
5809,28758,4435,4903,1
5810,10376,1344,1725,-10
5811,13858,2125,2320,5
5812,12813,2360,2419,1
5813,2014,494,483,1
5814,6265,500,1360,2
5815,31796,5414,4521,1
5816,27215,2077,3759,1
5817,25744,3261,4576,-10
5818,17588,2016,2247,1
5819,17841,2587,3278,1
5820,16284,3014,2953,1
5821,25478,3503,1624,1
5822,27151,4122,4027,2
5823,28977,507,841,6
5824,13529,1629,2500,2
5825,8469,1725,1742,1
5826,5567,1133,230,10
5827,23777,3623,2354,1
5828,16752,2592,3098,1
5829,16217,5,1321,8
5830,23536,3573,3391,1
5831,23159,1293,2707,5
5832,9665,1681,1240,1
5833,13878,2292,2125,1
5834,29725,4092,4845,1
5835,14957,2218,347,-3
5836,24217,1293,2077,4
5837,1876,346,6,2
5838,9826,1959,10,2
5839,35387,5841,5859,1
5840,5851,567,623,1
5841,2340,536,422,1
5842,2882,19,585,2
5843,2605,606,216,1
5844,34509,2876,4578,-10
5845,34890,3800,5508,-10
5846,10333,1341,0,9
5847,26856,2077,4556,-10
5848,2073,480,379,2
5849,2526,406,88,2
5850,3475,177,805,1
5851,3986,882,362,1
5852,7109,1486,1489,1
5853,26966,3062,2241,1
5854,25879,4545,4467,1
5855,29857,5087,3631,1
5856,28698,2955,4115,2
5857,23620,1485,4264,-10
5858,512,6,146,1
5859,28831,4008,864,1
5860,33697,3396,5648,5
5861,26699,3719,4654,-10
5862,28037,2834,669,1
5863,29366,4949,4092,1
5864,21322,2876,3958,3
5865,32829,5269,2009,3
5866,1814,117,18,1
5867,16779,977,3523,3
5868,34186,1998,4206,4
5869,34849,4206,4219,3
5870,18721,1277,3363,-10
5871,14079,2433,2580,1
5872,21086,3911,3768,1
5873,10140,1624,406,7
5874,4436,14,0,9
5875,19705,2587,3294,2
5876,25014,4323,864,1
5877,4163,844,403,2
5878,4408,1011,42,5
5879,15369,2819,2625,-1
5880,20426,2338,3639,1
5881,3961,376,791,1
5882,6762,26,1420,1
5883,23870,3518,4343,1
5884,33951,3085,3908,3
5885,6938,1419,734,1
5886,3398,785,786,1
5887,30087,2077,5130,-10
5888,16841,1907,2505,3
5889,32107,2876,5449,-10
5890,14183,1321,2646,-10
5891,4013,233,726,1
5892,34567,2338,1352,-1
5893,24281,3038,4277,2
5894,8168,1690,1693,-1
5895,5300,1201,1200,1
5896,4614,947,334,1
5897,20832,3407,1705,3
5898,1186,163,318,3
5899,21330,3946,3959,1
5900,4030,926,233,2
5901,4107,947,306,1
5902,26074,4582,4341,-10
5903,26527,3714,4564,-10
5904,9432,864,1742,1
5905,30089,30,4274,1
5906,21488,3944,2589,1
5907,15695,3523,1981,1
5908,6465,26,1391,1
5909,8303,1571,1714,1
5910,26401,3958,4662,2
5911,17,9,5,7
5912,6284,1364,734,1
5913,6803,1439,26,1
5914,426,126,0,1
5915,11505,1969,1631,1
5916,31757,5411,1310,1
5917,23427,4285,977,1
5918,20148,3692,3577,1
5919,5363,1213,521,1
5920,337,104,81,1
5921,17373,1354,1610,3
5922,9461,1496,26,2
5923,18806,2592,3322,3
5924,236,29,85,1
5925,6016,5,26,4
5926,27566,4752,4741,1
5927,32816,3910,2338,1
5928,17882,3286,1485,2
5929,33451,5617,5620,3
5930,524,75,150,2
5931,18613,1321,1624,-1
5932,33023,4115,2287,1
5933,1233,180,5,2
5934,11756,2221,2195,1
5935,15731,1764,2284,1
5936,12980,6,385,3
5937,11310,2125,1624,1
5938,25433,3503,4375,1
5939,15967,1456,1707,-1
5940,22613,3848,1485,1
5941,8875,453,10,3
5942,4365,999,964,5
5943,29598,3354,4775,1
5944,6117,907,1332,2
5945,11005,1269,495,1
5946,20311,1998,3684,-10
5947,3049,128,205,8
5948,29884,3453,0,2
5949,32908,5134,5555,1
5950,30247,5158,5134,3
5951,26473,3711,4571,-10
5952,22622,1057,4160,1
5953,13102,2295,2465,-1
5954,20356,2354,3580,1
5955,8481,1698,1647,1
5956,3432,795,26,1
5957,32159,3356,3819,5
5958,18338,2128,3369,1
5959,22016,1873,3776,1
5960,33361,3631,2765,3
5961,24569,4348,2884,2
5962,13965,2616,2576,10
5963,126,53,0,1
5964,6735,1427,1354,1
5965,16722,2424,2587,3
5966,26642,3717,4657,-10
5967,8293,1708,1629,1
5968,24875,4277,4442,1
5969,23386,2898,4277,1
5970,5101,1127,165,1
5971,4723,989,734,2
5972,20502,3648,3751,1
5973,4481,964,963,1
5974,6632,1408,26,4
5975,23632,3838,4318,-10
5976,14306,2250,1485,1
5977,19396,3571,2587,3
5978,22342,2990,2587,10
5979,35513,2016,176,2
5980,27778,4092,4781,1
5981,25781,1764,4593,-10
5982,24610,4200,4434,1
5983,33562,4427,5491,1
5984,5209,1174,1121,1
5985,4745,499,810,1
5986,14439,2302,2696,-10
5987,15307,896,132,5
5988,14607,2725,2592,1
5989,31577,3631,4471,2
5990,27678,4738,4769,1
5991,35282,4219,1998,5
5992,26405,4661,4653,-10
5993,15128,500,2677,2
5994,22489,4144,3659,1
5995,20845,3824,3275,1
5996,7317,1531,1512,1
5997,27819,2953,4092,3
5998,34882,3751,977,4
5999,8096,1551,1571,2
6000,25955,3173,2354,5
6001,7672,1522,1603,1
6002,20960,3062,3854,1
6003,29348,2077,4929,-5
6004,23748,4327,4320,1
6005,31394,3910,4045,3
6006,11054,1907,1853,1
6007,26004,4592,4604,-10
6008,19921,3658,1930,3
6009,7448,1541,1566,1
6010,6793,111,820,2
6011,1800,45,451,2
6012,18006,26,3167,3
6013,17269,3062,2722,1
6014,23270,2884,4265,1
6015,1194,316,0,1
6016,9268,1315,1756,1
6017,13793,2586,2433,2
6018,27606,4206,2587,1
6019,17371,2218,1711,-1
6020,32024,2077,4206,2
6021,22251,2587,4079,1
6022,22017,3776,1873,1
6023,8783,1698,1784,1
6024,2263,6,64,5
6025,24504,4404,4327,-10
6026,6890,30,1434,1
6027,24987,1321,139,1
6028,29362,230,977,1
6029,4734,385,10,3
6030,23153,4155,4092,2
6031,32583,4206,2778,3
6032,2006,132,451,1
6033,3159,45,729,10
6034,27914,3352,4423,1
6035,12077,1804,264,1
6036,21956,4078,2338,1
6037,5244,230,1166,1
6038,30127,4219,4748,1
6039,20905,3199,2570,1
6040,23699,3643,4324,-1
6041,14189,1803,2601,-10
6042,31933,3523,3819,2
6043,28568,2127,4092,1
6044,27932,4791,4115,2
6045,19375,3566,176,1
6046,23431,4182,4286,3
6047,17245,3182,1310,3
6048,34209,3908,5544,2
6049,18350,10,268,1
6050,5821,870,1285,10
6051,4681,1051,931,1
6052,15624,98,2885,1
6053,12927,26,2444,1
6054,9632,1840,1853,1
6055,21238,815,3668,-10
6056,7294,1525,1524,2
6057,20263,3308,3662,2
6058,34779,26,4206,1
6059,10289,497,1571,1
6060,23649,2587,4188,1
6061,9366,1698,1889,1
6062,5617,221,1053,2
6063,10399,1764,1983,1
6064,9031,1698,1826,1
6065,17246,1324,495,2
6066,16761,2876,3099,-10
6067,5762,1249,1276,1
6068,12599,2339,2125,1
6069,35445,24,176,1
6070,14172,1907,1290,2
6071,1403,388,216,1
6072,33620,2338,3668,-10
6073,18684,2016,3150,2
6074,21797,3724,3554,1
6075,16690,977,1352,1
6076,8051,0,1512,1
6077,25447,4092,4433,1
6078,16414,2077,185,3
6079,17576,2023,3232,1
6080,862,0,234,1
6081,15766,2932,2587,1
6082,16962,1773,264,6
6083,28213,4801,4798,3
6084,28614,4603,864,1
6085,18811,2545,3424,-10
6086,29530,2037,4792,1
6087,22518,4107,3150,5
6088,13172,2139,2477,1
6089,35175,4083,5511,-9
6090,30935,5269,5288,-10
6091,22658,3573,4168,-1
6092,29730,5050,4092,1
6093,1848,361,1,5
6094,24984,2778,1981,-10
6095,22033,977,4090,1
6096,33222,2020,5578,3
6097,32483,3800,5411,1
6098,12304,1876,2341,1
6099,10339,1341,1644,7
6100,3090,637,713,2
6101,24581,3643,4323,1
6102,89,27,30,2
6103,17732,3252,2077,4
6104,26085,3819,4341,1
6105,11137,2125,1293,1
6106,20129,3590,3645,2
6107,13726,1764,2542,-10
6108,7408,1541,1559,1
6109,9085,1837,1541,1
6110,33721,5512,3751,2
6111,26624,3717,4583,-10
6112,27360,4726,4521,1
6113,18643,2545,2839,1
6114,9416,1899,1698,1
6115,18793,2214,2486,3
6116,19837,3627,2587,3
6117,24358,4279,3838,5
6118,35582,4518,1998,2
6119,30036,4741,3032,3
6120,22614,1485,3848,1
6121,10783,26,2073,1
6122,25225,4524,2884,1
6123,22232,4114,4018,1
6124,31995,3800,4775,1
