,index,src,dst,rating
5803,14291,169,112,5
5804,18477,727,238,1
5805,11103,586,61,1
5806,23188,1089,2469,1
5807,7861,3558,29,3
5808,4645,26,11,1
5809,19921,343,479,10
5810,20058,2335,357,1
5811,8546,33,57,2
5812,7997,29,1341,1
5813,21796,598,2319,1
5814,13068,174,89,2
5815,13321,390,94,5
5816,6160,96,18,1
5817,1056,34,1,1
5818,2326,2319,4,1
5819,783,0,1127,1
5820,2935,2986,6,1
5821,20753,431,1821,1
5822,3540,7,3523,-1
5823,177,431,0,1
5824,10617,55,94,2
5825,9095,38,2629,1
5826,10139,3572,49,1
5827,22931,925,2068,1
5828,23075,2729,1011,1
5829,4249,76,10,2
5830,18558,563,243,1
5831,13910,103,831,1
5832,1393,48,2,2
5833,13171,1846,91,1
5834,12,160,0,6
5835,18797,254,3781,1
5836,3036,6,1170,2
5837,15461,135,1793,1
5838,10959,58,1375,1
5839,15639,518,141,1
5840,11190,62,1221,1
5841,2365,4,84,3
5842,10133,1283,49,1
5843,22115,2648,666,5
5844,12623,83,262,10
5845,2273,3335,4,1
5846,15665,141,518,1
5847,8776,35,101,1
5848,7848,28,109,1
5849,8817,151,36,7
5850,9731,44,1403,1
5851,19473,369,304,1
5852,17135,176,3762,-10
5853,8193,256,31,1
5854,18656,3419,248,1
5855,11949,1604,73,4
5856,17758,985,201,1
5857,10614,55,89,3
5858,7916,963,29,1
5859,17293,567,181,1
5860,275,29,0,1
5861,8514,80,33,1
5862,15393,133,2992,1
5863,15111,128,1214,5
5864,21110,477,3742,2
5865,4422,10,761,1
5866,22668,797,945,1
5867,16710,1326,171,1
5868,14666,118,270,8
5869,11912,72,221,1
5870,8996,37,2840,1
5871,12395,79,746,1
5872,23079,1011,2097,1
5873,11673,68,255,1
5874,7071,685,24,3
5875,18882,258,1859,1
5876,17690,936,198,2
5877,2438,4,335,1
5878,935,164,1,6
5879,23432,1322,3773,2
5880,8352,311,32,1
5881,9245,3467,40,2
5882,21341,513,2044,1
5883,23789,1867,3194,1
5884,4132,9,2777,1
5885,10675,356,56,1
5886,4873,596,12,1
5887,10525,53,3728,-1
5888,15909,379,147,2
5889,16862,522,176,5
5890,11476,66,1759,1
5891,12426,412,80,1
5892,5966,593,17,8
5893,22104,663,1275,1
5894,13285,92,176,-10
5895,4326,1310,10,1
5896,22798,2628,862,1
5897,16212,544,154,1
5898,11956,1126,73,1
5899,16996,176,815,10
5900,9544,42,3762,-10
5901,3129,6,1756,1
5902,20226,558,373,5
5903,3661,637,8,1
5904,19704,1637,326,1
5905,7142,1033,24,1
5906,20236,603,374,1
5907,5263,158,14,3
5908,12057,76,75,1
5909,4829,1766,12,5
5910,7217,24,2979,1
5911,7607,26,616,1
5912,11243,63,241,2
5913,10251,50,61,2
5914,15151,128,1410,4
5915,11450,66,101,2
5916,9094,38,136,1
5917,11104,257,61,1
5918,17374,183,591,1
5919,3994,1635,9,1
5920,6358,19,210,4
5921,5120,2145,13,1
5922,11029,3129,60,1
5923,3125,6,317,1
5924,23838,3551,2003,1
5925,22779,853,1651,1
5926,23356,1234,2690,1
5927,5242,23,14,5
5928,16650,168,208,2
5929,5195,13,1482,1
5930,5002,12,1811,1
5931,16476,163,198,2
5932,3484,7,3537,-1
5933,21250,1906,498,10
5934,7235,24,1030,1
5935,5369,14,1595,2
5936,19085,3553,276,1
5937,7364,1710,25,1
5938,20220,372,655,1
5939,13684,98,2454,1
5940,13651,1657,98,1
5941,21953,939,628,1
5942,4963,12,203,2
5943,7528,320,26,1
5944,16258,3461,155,1
5945,5252,3446,14,3
5946,24060,3482,3622,-5
5947,16753,172,1369,1
5948,2863,2980,6,2
5949,9016,3758,38,4
5950,4230,77,10,2
5951,2279,21,4,1
5952,13663,2472,98,1
5953,4475,10,371,1
5954,9182,39,2313,1
5955,23397,3781,1263,1
5956,11300,340,64,1
5957,1695,2,1366,1
5958,9193,39,2918,1
5959,11478,66,633,1
5960,12948,178,87,1
5961,18051,2040,216,1
5962,9965,47,679,2
5963,16213,402,154,1
5964,8049,641,30,5
5965,12346,78,1467,1
5966,16118,151,768,1
5967,19004,3781,271,5
5968,5541,62,15,6
5969,15270,668,130,1
5970,21173,649,489,1
5971,17473,187,3772,-9
5972,6570,368,21,2
5973,14443,114,154,1
5974,20412,1876,396,1
5975,12672,2327,84,2
5976,15183,3742,129,3
5977,11492,123,67,7
5978,8249,31,2133,1
5979,22600,1485,797,2
5980,18112,369,218,1
5981,4938,12,1816,3
5982,16165,152,841,1
5983,13993,2040,105,1
5984,20048,477,356,1
5985,24012,3590,3313,1
5986,12377,1133,79,1
5987,18315,508,227,1
5988,8232,31,189,1
5989,19531,3569,309,1
5990,9406,41,608,1
5991,5105,541,13,1
5992,14825,519,123,5
5993,5005,12,111,1
5994,19361,296,1211,3
5995,11485,66,1289,1
5996,22501,761,3287,1
5997,14785,121,197,1
5998,11709,210,69,1
5999,12929,86,3651,-10
6000,22135,672,3057,1
6001,23591,1515,1778,1
6002,5703,15,24,1
6003,23224,1266,1119,1
6004,6101,17,612,1
6005,10869,57,72,1
6006,10768,1899,57,1
6007,13717,99,2489,1
6008,8759,35,48,3
6009,15620,140,172,1
6010,11929,72,170,1
6011,19169,676,281,3
6012,7930,32,29,1
6013,22271,701,706,1
6014,7986,29,1539,1
6015,5320,164,14,1
6016,14155,989,108,1
6017,18815,345,255,1
6018,10376,51,1033,1
6019,22746,908,840,1
6020,7355,32,25,1
6021,14858,123,227,9
6022,5257,1893,14,3
6023,18236,2502,224,1
6024,16396,160,1764,1
6025,21079,2030,475,1
6026,5751,15,841,1
6027,16248,197,155,1
6028,1223,1,586,1
6029,10108,168,49,3
6030,19755,1495,329,1
6031,9834,45,1806,1
6032,17494,188,1329,5
6033,2300,1193,4,1
6034,11431,1149,66,1
6035,12279,1132,78,1
6036,15512,1545,137,1
6037,11186,62,1094,1
6038,14193,108,147,1
6039,9531,42,3466,-1
6040,19679,323,1099,2
6041,14066,106,347,6
6042,22500,761,3357,1
6043,10952,58,2361,1
6044,7791,959,28,1
6045,14852,187,123,-1
6046,4890,111,12,1
6047,20812,1043,438,2
6048,6140,81,18,2
6049,4066,9,509,2
6050,1081,208,1,1
6051,20553,408,2168,1
6052,8263,486,32,3
6053,22756,3730,847,1
6054,2853,370,6,2
6055,2949,318,6,1
6056,20857,442,3565,-1
6057,8089,1735,30,1
6058,20126,363,464,5
6059,20960,2978,455,1
6060,20425,719,397,1
6061,21488,862,539,1
6062,1602,2,1817,3
6063,16935,2253,176,1
6064,22100,1278,663,1
6065,742,0,1308,1
6066,1053,64,1,1
6067,71,37,0,3
6068,3735,8,347,2
6069,20999,459,1128,1
6070,5020,12,3040,1
6071,7780,52,28,1
6072,1965,839,3,1
6073,12870,162,86,1
6074,13368,2303,94,1
6075,1028,88,1,1
6076,18270,1654,225,1
6077,2627,749,5,1
6078,3472,7,267,-1
6079,3244,361,7,2
6080,11648,68,89,1
6081,13931,703,104,1
6082,8575,33,1380,1
6083,12977,87,3737,-1
6084,5119,74,13,1
6085,7015,23,248,1
6086,15645,945,141,1
6087,8335,69,32,1
6088,15133,128,770,5
6089,21424,773,530,1
6090,13798,101,3742,-10
6091,18390,899,232,1
6092,12566,82,252,1
6093,13453,94,812,1
6094,14473,289,115,1
6095,17705,198,936,2
6096,59,1179,0,3
6097,1179,1,502,2
6098,18845,1534,257,1
6099,12179,1020,77,1
6100,20616,414,3736,1
6101,3730,8,545,3
6102,2118,3,410,1
6103,10035,2371,48,1
6104,3737,8,37,2
6105,13986,395,105,1
6106,18147,220,275,10
6107,18366,230,513,2
6108,194,114,0,1
6109,19140,905,280,1
6110,14344,1593,113,2
6111,12625,83,380,3
6112,20541,1480,408,3
6113,7877,486,29,2
6114,8400,32,375,1
6115,8272,1795,32,2
6116,1296,332,2,6
6117,16450,162,164,10
6118,675,0,257,1
6119,22279,3203,704,1
6120,11158,176,62,1
6121,6043,17,90,8
6122,2319,889,4,1
6123,21422,839,530,2
6124,23950,3298,2389,1
6125,5127,2137,13,1
6126,23326,3496,1203,5
6127,17125,176,2923,1
6128,5093,3743,13,2
6129,3333,7,1577,2
6130,5953,16,621,1
6131,22850,3499,880,1
6132,11347,64,3774,-10
6133,2431,4,1064,1
6134,9454,105,42,1
6135,22151,675,924,1
6136,1882,180,3,2
6137,11069,60,3103,1
6138,18503,3742,239,10
6139,15555,138,1082,1
6140,2761,5,3095,1
6141,23883,3620,2215,1
6142,14794,176,122,3
6143,8358,32,33,3
6144,15881,145,2218,1
6145,1330,1546,2,4
6146,10466,333,53,5
6147,24180,3780,3779,10
6148,23198,2515,1103,1
6149,6612,1300,21,1
6150,4073,9,481,1
6151,18728,251,1929,1
6152,10609,55,1566,4
6153,4168,9,797,-1
6154,17631,1569,195,3
6155,9346,608,41,1
6156,416,0,111,3
6157,4886,3071,12,1
6158,14270,395,111,1
6159,16818,174,3767,1
6160,7971,29,756,1
6161,4257,3344,10,1
6162,12206,77,784,2
6163,23429,1782,1321,1
6164,9715,44,849,1
6165,13766,1255,101,2
6166,3625,1457,8,2
6167,4191,347,10,4
6168,126,2843,0,2
6169,8907,699,37,2
6170,2515,176,5,8
6171,9942,3580,47,1
6172,22388,1017,729,2
6173,11378,65,100,2
6174,20388,392,2948,1
6175,1561,2,1546,4
6176,9319,152,41,1
6177,2839,155,6,3
6178,12644,83,608,1
6179,18642,493,247,1
6180,8152,66,31,3
6181,21563,549,552,1
6182,16344,158,3580,1
6183,10432,52,55,2
6184,7183,24,3687,1
6185,2870,20,6,2
6186,21067,473,668,1
6187,7330,218,25,1
6188,20799,668,436,1
6189,341,586,0,1
6190,13146,90,222,2
6191,23697,1690,3687,-10
6192,24043,3464,3605,-10
6193,1201,1,94,1
6194,14699,119,350,1
6195,10007,1063,48,2
6196,7433,25,2649,1
6197,19468,303,388,1
6198,10904,57,3778,-5
6199,9894,230,47,7
6200,9589,105,43,1
6201,14768,158,121,1
6202,20086,358,2615,1
6203,4608,157,11,2
6204,2737,5,3568,1
6205,14736,120,500,3
6206,23479,2335,1387,-5
6207,13230,124,92,2
6208,22313,743,711,1
6209,6224,18,81,2
6210,9854,459,46,2
6211,5258,375,14,3
6212,9831,45,2266,1
6213,2417,4,279,1
6214,16095,671,151,1
6215,3094,6,522,1
6216,8915,94,37,1
6217,21074,474,723,1
6218,16750,172,362,1
6219,18461,237,569,2
6220,2347,4,99,5
6221,927,176,1,7
6222,5239,1872,14,5
6223,19543,1614,310,1
6224,10605,1345,55,1
6225,18669,248,522,1
6226,13472,94,3779,-10
6227,8022,29,3569,-5
6228,20165,862,367,1
6229,930,16,1,7
6230,22012,3164,644,5
6231,18835,388,256,1
6232,17235,179,1072,3
6233,12376,259,79,1
6234,16763,172,3737,-10
6235,22814,865,1255,2
6236,14906,825,124,1
6237,13828,102,127,2
6238,14172,108,406,1
6239,12896,86,157,2
6240,13091,89,99,5
6241,2928,61,6,1
6242,20734,430,2339,1
6243,1185,1,709,2
6244,23675,1669,3742,3
6245,16464,2335,163,2
6246,23320,2390,1195,1
6247,1264,1,503,1
6248,8603,2292,34,3
6249,22551,2598,785,1
6250,19735,327,660,1
6251,14808,122,662,2
6252,17272,180,400,1
6253,15051,3775,127,1
6254,8580,33,2377,1
6255,12575,82,486,-3
6256,12500,81,221,2
6257,1890,535,3,2
6258,18004,213,655,1
6259,6295,3695,19,10
6260,338,1435,0,1
6261,22210,681,1700,1
6262,7636,129,27,10
6263,13696,1693,99,1
6264,7985,29,102,1
6265,2700,5,3593,1
6266,11341,64,2543,1
6267,4775,11,334,1
6268,15634,696,141,1
6269,24131,3713,3691,8
6270,16545,165,277,1
6271,16210,644,154,1
6272,2658,5,40,5
6273,12842,85,3571,-1
6274,19484,304,2784,1
6275,4944,12,696,3
6276,23734,1739,3567,2
6277,21576,3089,552,1
6278,11067,60,1827,1
6279,5433,14,1207,1
6280,20983,458,616,2
6281,21835,640,609,2
6282,24086,3572,3698,-1
6283,15456,135,890,1
6284,6168,646,18,1
6285,21277,1431,504,1
6286,6430,196,20,1
6287,2798,94,6,8
6288,7647,488,27,2
6289,7768,3263,28,1
6290,2697,5,329,2
6291,11461,66,640,1
6292,17474,187,3780,-10
6293,9884,46,1033,1
6294,7666,930,27,1
6295,16280,155,1323,1
6296,20529,985,407,1
6297,12865,1883,86,1
6298,16529,165,994,4
6299,11212,529,63,3
6300,552,0,150,1
6301,16479,163,278,1
6302,10253,50,97,2
6303,21244,707,497,-10
6304,4914,69,12,1
6305,7598,26,320,1
6306,22204,681,3677,1
6307,17834,204,1040,1
6308,11456,66,614,2
6309,18217,223,1652,2
6310,18372,484,231,3
6311,11063,60,3125,1
6312,10022,829,48,1
6313,19469,1374,304,2
6314,42,10,0,4
6315,10325,2901,51,1
6316,23903,3286,2285,1
6317,16652,632,169,8
6318,13693,176,99,3
6319,16404,160,1139,1
6320,1418,884,2,2
6321,5301,1905,14,1
6322,12174,276,77,1
6323,6968,23,1690,10
6324,2182,3,531,1
6325,5595,2953,15,1
6326,19926,3743,345,2
6327,5280,831,14,2
6328,2116,3,226,1
6329,19598,314,694,1
6330,19918,479,343,1
6331,17477,187,3777,-10
6332,4331,99,10,1
6333,605,0,1834,1
6334,14574,116,3766,1
6335,2801,637,6,7
6336,19203,283,480,1
6337,7626,26,491,1
6338,11345,64,3782,-1
6339,7181,24,662,1
6340,11513,1803,67,1
6341,5264,189,14,3
6342,21663,855,574,2
6343,14990,125,268,3
6344,5532,14,187,-10
6345,6391,265,20,6
6346,16638,168,239,3
6347,5085,99,13,2
6348,11530,67,598,1
6349,1954,2467,3,1
6350,5009,12,32,1
6351,22241,797,690,1
6352,12646,83,499,1
6353,2544,1379,5,3
6354,1362,20,2,3
6355,12573,82,3677,1
6356,15211,1658,129,1
6357,2666,5,733,4
6358,1249,1,2487,1
6359,8739,135,35,1
6360,4685,3703,11,1
6361,19007,1917,271,1
6362,8248,31,3589,1
6363,4038,9,1549,2
6364,18653,401,248,3
6365,1999,3,135,4
6366,15738,143,197,3
6367,1228,1,423,1
6368,3394,7,236,1
6369,9449,1516,42,1
6370,22338,715,1686,3
6371,23967,3550,2492,1
6372,17817,806,204,1
6373,4710,11,122,2
6374,544,0,1845,1
6375,2599,3175,5,1
6376,11150,1550,62,2
6377,2535,556,5,4
6378,19971,349,695,1
6379,21258,1101,500,2
6380,21602,561,779,3
6381,5343,46,14,-10
6382,16544,165,1163,1
6383,21032,466,2536,1
6384,2601,814,5,1
6385,5510,14,79,-1
6386,847,0,2730,1
6387,10254,50,144,2
6388,10385,51,263,1
6389,4888,1809,12,1
6390,1106,1,270,7
6391,6689,21,188,2
6392,10828,57,1581,2
6393,6783,502,22,5
6394,17085,176,258,1
6395,16831,349,175,1
6396,5839,210,16,1
6397,11730,69,276,1
6398,3176,6,3752,-10
6399,21207,490,2335,-2
6400,734,0,258,1
6401,22530,2010,777,1
6402,1545,2,141,5
6403,3446,7,1067,-1
6404,18700,1641,251,1
6405,12809,93,85,1
6406,14053,266,106,3
6407,15448,135,527,7
6408,6966,76,23,1
6409,1611,2,246,2
6410,3122,6,361,1
6411,14154,1929,108,1
6412,8583,33,334,1
6413,6563,134,21,3
6414,10241,2797,50,1
6415,9317,639,41,1
6416,16047,149,1080,1
6417,13168,975,91,1
6418,19676,323,1933,2
6419,10407,109,52,2
6420,17578,547,192,5
6421,13250,3170,92,1
6422,15666,141,2228,1
6423,18056,405,216,1
6424,9749,434,45,10
6425,17769,201,985,2
6426,3915,412,9,1
6427,13470,94,2368,-10
6428,2474,4,2335,-10
6429,11651,68,622,1
6430,8873,36,989,2
6431,4598,80,11,2
6432,4122,9,1761,1
6433,19456,2798,303,1
6434,9130,2139,39,1
6435,2640,29,5,1
6436,22408,2859,737,1
6437,9393,41,47,1
6438,22708,816,1185,1
6439,20288,1350,380,1
6440,16256,2823,155,1
6441,10905,57,3782,-5
6442,16027,149,153,1
6443,3178,6,3764,-10
6444,21723,786,586,1
6445,6068,17,255,2
6446,13698,644,99,1
6447,10615,55,176,3
6448,7635,725,27,10
6449,4352,187,10,-1
6450,16895,213,176,2
6451,8100,30,104,5
6452,16891,1808,176,2
6453,19602,692,315,6
6454,4950,12,2287,2
6455,10873,57,3351,1
6456,13620,97,125,2
6457,2139,3,2708,1
6458,15896,186,146,3
6459,1648,2,2299,2
6460,7077,2279,24,2
6461,5757,158,16,9
6462,3963,68,9,1
6463,15750,190,144,10
6464,20544,2168,408,1
6465,22470,1376,757,2
6466,15407,234,134,1
6467,22988,946,2160,2
6468,21185,823,490,-2
6469,14905,320,124,1
6470,8594,103,34,10
6471,15713,1192,143,6
6472,16717,171,2341,1
6473,2482,4,10,-10
6474,13777,101,1433,4
6475,16204,366,154,2
6476,20423,705,397,1
6477,13720,99,176,-10
6478,21379,521,1336,1
6479,9691,44,388,2
6480,17305,181,919,1
6481,5769,1745,16,3
6482,10457,52,3690,-10
6483,13706,99,826,10
6484,12290,2086,78,1
6485,23478,3498,1387,1
6486,15793,3772,144,-10
6487,7737,31,28,3
6488,22393,1130,730,1
6489,22964,937,3728,1
6490,9687,44,131,10
6491,14915,412,124,1
6492,19667,1101,323,2
6493,5664,15,1663,3
6494,22548,784,3742,3
6495,22082,656,1643,1
6496,14133,1427,108,5
6497,23767,1810,3773,1
6498,10899,57,337,-5
6499,5490,14,32,1
6500,3914,1572,9,1
6501,21812,1201,603,1
6502,22035,820,647,1
6503,8454,32,2808,1
6504,553,0,3244,1
6505,1340,3253,2,3
6506,5483,14,50,1
6507,11037,3076,60,1
6508,1375,1338,2,3
6509,10669,613,56,1
6510,17007,176,277,5
6511,10491,465,53,1
6512,17675,196,243,1
6513,1022,552,1,1
6514,19579,515,313,1
6515,17200,178,581,3
6516,18624,335,246,2
6517,21776,596,811,2
6518,10866,57,81,1
6519,20057,356,477,1
6520,4657,286,11,1
6521,6558,164,21,3
6522,2656,5,1394,5
6523,11054,60,952,1
6524,8455,32,145,1
6525,960,1920,1,4
6526,9437,87,42,1
6527,5522,14,199,-10
6528,19761,329,2053,1
6529,14355,3493,113,1
6530,5731,15,536,1
6531,18116,218,237,1
6532,5986,1441,17,3
6533,3032,6,390,2
6534,12519,81,3769,-10
6535,11143,61,3768,-10
6536,7122,692,24,1
6537,10196,1019,50,3
6538,20607,412,571,1
6539,5897,16,196,2
6540,16625,208,168,2
6541,11683,278,69,5
6542,22066,811,655,1
6543,23143,2284,1052,1
6544,7447,25,332,1
6545,22376,726,993,1
6546,17464,187,240,1
6547,17857,205,1854,1
6548,11975,73,167,1
6549,15782,2455,144,1
6550,7185,24,243,1
6551,13935,489,104,1
6552,15726,3261,143,1
6553,15514,641,137,1
6554,15889,145,2167,1
6555,23433,1322,1484,1
6556,19765,329,3733,-10
6557,20847,441,850,1
6558,5300,905,14,1
6559,14603,116,795,-1
6560,16847,175,2230,1
6561,7872,55,29,2
6562,14605,291,117,4
6563,18429,235,364,1
6564,11080,101,61,8
6565,8784,35,171,1
6566,12561,82,332,1
6567,5651,15,100,4
6568,14749,120,2854,1
6569,6269,18,893,1
6570,19486,304,943,1
6571,11040,60,205,3
6572,21218,751,492,1
6573,16455,162,649,1
6574,22819,866,3457,1
6575,24149,3714,3743,10
6576,20313,382,616,1
6577,23896,3034,2253,1
6578,20076,358,2061,2
6579,20933,949,452,10
6580,1291,102,2,8
6581,6400,61,20,4
6582,15988,148,236,1
6583,1925,2200,3,1
6584,9468,1327,42,1
6585,21845,914,610,1
6586,16561,165,3743,-10
6587,15333,131,1702,1
6588,7994,29,1345,1
6589,19291,2387,289,1
6590,7476,25,34,1
6591,18513,823,240,1
6592,8656,3459,34,1
6593,19112,277,3743,-10
6594,4951,12,2276,2
6595,2661,5,197,4
6596,10634,629,56,8
6597,14387,113,3373,1
6598,5649,15,1173,4
6599,17972,211,1711,3
6600,15074,127,154,1
6601,13452,94,881,1
6602,8716,206,35,1
6603,15916,1098,147,1
6604,4385,10,1158,3
6605,21967,631,1484,2
6606,19607,315,364,5
6607,23108,2200,1033,1
6608,10547,198,54,1
6609,22300,707,3665,-10
6610,5012,12,1334,1
6611,3457,7,598,-1
6612,3539,7,3601,-1
6613,19751,2409,329,1
6614,7055,23,3555,-5
6615,20940,1591,453,1
6616,20361,388,1076,1
6617,2340,4,247,7
6618,22124,668,2533,1
6619,12048,677,75,3
6620,2962,451,6,1
6621,10896,57,3756,-3
6622,8766,35,196,2
6623,10801,337,57,-10
6624,2337,4,7,8
6625,23714,1697,2665,1
6626,865,0,2604,1
6627,21415,528,2528,1
6628,15706,142,1761,1
6629,11520,67,456,4
6630,13880,103,280,3
6631,19874,339,1624,1
6632,11972,73,1126,1
6633,11159,83,62,1
6634,10701,56,2106,2
6635,16348,951,159,4
6636,16410,963,161,3
6637,11807,112,71,1
6638,18185,1412,222,1
6639,16008,1998,149,1
6640,23009,3054,965,1
6641,3550,7,1321,-1
6642,20675,422,1276,2
6643,10885,57,571,1
6644,3354,7,23,1
6645,21153,485,634,5
6646,4620,374,11,1
6647,7225,24,265,1
6648,22690,1847,811,2
6649,11306,2543,64,1
6650,6817,138,22,2
6651,16719,171,492,1
6652,4405,10,303,2
6653,2096,3,1084,2
6654,19038,1930,272,1
6655,21774,964,596,1
6656,7084,1164,24,2
6657,18951,263,300,8
6658,22704,814,3759,-10
6659,622,0,3083,1
6660,379,711,0,1
6661,3614,112,8,3
6662,19413,3105,300,1
6663,19552,966,311,1
6664,4896,1531,12,1
6665,2603,3154,5,1
6666,6654,21,164,4
6667,20504,530,404,1
6668,21747,3743,590,2
6669,7428,25,127,1
6670,9052,1000,38,1
6671,8191,1773,31,1
6672,6388,24,20,10
6673,11788,829,71,2
6674,9600,43,612,4
6675,17447,1761,187,-1
6676,16699,176,171,2
6677,21387,3769,525,2
6678,1922,346,3,1
6679,19373,1209,297,1
6680,20943,1148,453,1
6681,2818,7,6,4
6682,1729,2,9,1
6683,14314,112,354,6
6684,5690,15,3452,2
6685,22565,1637,791,3
6686,14250,110,140,2
6687,14826,747,123,4
6688,1364,508,2,3
6689,8736,1377,35,1
6690,15132,128,771,5
6691,13058,88,3617,-10
6692,12873,153,86,1
6693,7827,28,372,1
6694,16403,160,203,1
6695,23989,2899,3589,1
6696,5827,2820,16,1
6697,18977,1038,267,1
6698,2306,135,4,1
6699,12640,83,223,1
6700,22805,1117,863,2
6701,22875,894,979,2
6702,12529,106,82,2
6703,5372,14,229,2
6704,5551,1663,15,3
6705,12752,84,2327,1
6706,13433,94,1277,1
6707,7939,29,318,5
6708,5883,16,543,3
6709,2167,3,2453,1
6710,2027,3,214,3
6711,3764,8,686,1
6712,1912,393,3,1
6713,20081,358,2056,2
6714,21199,490,1350,1
6715,10795,3612,57,1
6716,12077,75,1010,1
6717,7988,29,3471,1
6718,23353,2012,1234,1
6719,4303,622,10,1
6720,21101,3742,477,2
6721,15397,550,134,7
6722,18109,237,218,1
6723,22981,943,3743,3
6724,23218,3742,1115,3
6725,16326,157,649,2
6726,9405,41,839,1
6727,22013,753,644,1
6728,12852,525,86,2
6729,11783,221,71,4
6730,8186,370,31,1
6731,3726,8,46,3
6732,19639,2379,320,2
6733,18981,831,268,2
6734,14625,117,291,3
6735,19309,308,291,1
6736,13106,89,121,1
6737,11813,446,71,1
6738,10749,1382,57,3
6739,12281,2529,78,1
6740,8866,36,593,2
6741,15088,1084,128,4
6742,7695,27,1449,2
6743,24035,3464,3773,-8
6744,3923,55,9,1
6745,20397,3590,394,1
6746,17508,800,189,1
6747,12056,77,75,1
6748,17361,3033,183,1
6749,4877,1350,12,1
6750,21730,797,587,2
6751,17070,176,1752,1
6752,6775,439,22,6
6753,19979,1892,350,1
6754,8399,32,86,1
6755,15887,145,518,1
6756,11200,280,63,4
6757,2699,5,1460,1
6758,3043,6,7,2
6759,6905,31,23,4
6760,880,0,502,1
6761,11564,203,68,2
6762,22391,729,865,2
6763,3498,7,3671,-1
6764,1108,1,184,6
6765,20017,472,354,2
6766,7608,26,86,1
6767,20387,392,2889,1
6768,14609,124,117,1
6769,12878,1879,86,1
6770,3899,1761,9,2
6771,12071,75,77,1
6772,17616,674,194,5
6773,20824,720,440,1
6774,9403,41,991,1
6775,17136,176,3768,-10
6776,19930,345,2815,1
6777,9546,42,3679,-10
6778,17986,655,213,3
6779,987,240,1,2
6780,978,1631,1,3
6781,3788,8,1733,1
6782,9852,210,46,3
6783,5606,2000,15,1
6784,20774,1820,433,3
6785,820,0,2753,1
6786,5248,280,14,4
6787,22959,936,1341,1
6788,18848,622,257,1
6789,15134,128,907,5
6790,9711,44,365,1
6791,19823,2429,336,1
6792,6198,1573,18,1
6793,23062,1005,3742,3
6794,4908,3038,12,1
6795,9212,39,769,1
6796,367,1922,0,1
6797,2095,3,608,2
6798,15987,148,2450,1
6799,18464,237,1094,1
6800,22682,3761,803,3
6801,19000,269,435,1
6802,23579,1485,1630,3
6803,8893,1046,37,5
6804,4732,11,1126,1
6805,9339,507,41,1
6806,2296,145,4,1
6807,18468,664,238,3
6808,18953,263,592,1
6809,385,2064,0,1
6810,19973,349,359,1
6811,6092,17,1304,1
6812,22113,703,665,1
6813,13329,1064,94,2
6814,8612,3513,34,2
6815,16823,739,175,5
6816,3746,8,218,2
6817,4594,320,11,2
6818,22442,1810,747,1
6819,7828,28,110,1
6820,13636,97,686,1
6821,5150,13,30,3
6822,7753,746,28,2
6823,17406,373,185,8
6824,695,0,454,1
6825,3619,41,8,3
6826,20297,421,381,1
6827,9801,45,456,3
6828,10752,416,57,2
6829,532,0,1194,1
6830,19197,283,625,2
6831,17682,197,389,6
6832,11886,198,72,1
6833,8332,481,32,1
6834,5877,16,482,3
6835,9736,44,352,1
6836,20644,418,773,1
6837,11503,3120,67,1
6838,1918,177,3,1
6839,18764,253,653,1
6840,23857,2100,3630,-10
6841,11369,1299,65,1
6842,352,2092,0,1
6843,22962,936,3729,-5
6844,17025,176,877,3
6845,11000,3092,60,10
6846,13572,96,279,5
6847,3060,6,496,1
6848,15169,128,712,4
6849,14909,703,124,1
6850,12105,3461,76,1
6851,17810,203,3575,1
6852,5038,12,3607,-10
6853,19150,280,374,2
6854,12453,80,246,1
6855,13048,88,2627,1
6856,10563,54,165,3
6857,769,0,2631,1
6858,15171,128,1081,4
6859,1434,649,2,1
6860,6790,1421,22,4
6861,7192,24,3729,1
6862,8724,154,35,1
6863,20375,391,1507,1
6864,23056,995,1614,1
6865,7219,24,1135,1
6866,22052,650,983,1
6867,9426,693,42,2
6868,4375,10,121,10
6869,2495,4,945,-10
6870,8727,196,35,1
6871,10440,52,428,1
6872,6619,50,21,1
6873,16615,167,3782,-10
6874,2131,3,1294,1
6875,23336,1221,1999,1
6876,14952,124,2394,1
6877,10260,50,1161,1
6878,22187,680,2718,1
6879,5646,15,566,5
6880,22105,663,2703,1
6881,6251,18,3363,1
6882,21516,540,3697,-10
6883,15400,585,134,5
6884,8633,1385,34,1
6885,5220,13,938,1
6886,22788,2098,858,1
6887,3480,7,3530,-1
6888,996,235,1,2
6889,16689,521,170,2
6890,23476,1392,1387,2
6891,19368,323,297,2
6892,4920,3695,12,-10
6893,1785,147,3,10
6894,542,0,157,1
6895,11635,68,1779,1
6896,13479,94,3778,-10
6897,5896,16,202,2
6898,23960,2426,2409,1
6899,8302,702,32,1
6900,17322,1013,182,2
6901,13613,633,97,1
6902,19009,3742,271,1
6903,19847,338,1625,1
6904,5582,71,15,2
6905,8052,184,30,3
6906,290,954,0,1
6907,16976,278,176,-1
6908,1349,114,2,3
6909,13747,100,1460,1
6910,582,0,458,1
6911,6630,868,21,1
6912,12451,80,412,1
6913,18917,259,635,1
6914,8129,30,1145,1
6915,23084,1012,1014,2
6916,20227,377,373,5
6917,20449,401,990,2
6918,21139,3781,481,1
6919,11844,71,506,1
